compound,azt,nib,quine,vir,similarity,meansim,nas
UNC0638,0.4111,0.4071,0.6186,0.54,-0.4834,0.49420000000000003,0
ANISODAMINE HYDROBROMIDE,0.4106,NA,0.5978,0.6851,-0.4964,0.5645,1
BRD-K31887147,0.4105,NA,0.613,NA,-0.6305,0.5117499999999999,2
Otenabant,0.4104,NA,0.4512,0.6326,-0.5584,0.49806666666666666,1
Resminostat,0.4101,0.539,0.3918,0.3792,-0.5294,0.430025,0
Tivantinib,0.41,0.5549,0.671,0.7301,-0.4973,0.5915,0
CID 24069689,0.4098,0.3313,0.672,NA,-0.7763,0.47103333333333336,1
MLS000518920,0.4098,0.3643,NA,0.5709,-0.6327,0.4483333333333333,1
SU 11274,0.4093,0.4573,0.6017,0.6825,-0.5284,0.5377,0
Fluoxetine,0.409,0.4292,0.6645,0.5155,-0.5065,0.5045499999999999,0
MLS003129913,0.4085,0.3446,0.6387,0.3614,-0.9622,0.4383,0
Fluphenazine,0.4085,0.3973,0.6962,0.6922,-0.4906,0.54855,0
Doramapimod,0.4084,NA,0.6726,0.5828,-0.4935,0.5546,1
BRD-K59024795,0.4083,0.3581,NA,0.4718,-0.8331,0.41273333333333334,1
AC1O9CBL,0.4083,0.3869,0.6363,0.5196,-0.5918,0.48777499999999996,0
AC1LFTYS,0.4081,NA,NA,0.5648,-0.7684,0.48645,2
Estradiol Cypionate,0.4078,0.4693,0.648,0.3512,-0.8016,0.469075,0
BRD-K99874282,0.4077,NA,0.3854,NA,-0.6494,0.39655,2
Fluperlapine,0.4073,NA,0.5523,0.4621,-0.6568,0.4739,1
Pimozide,0.4068,0.4782,0.6078,0.5368,-0.5005,0.5074000000000001,0
175203-39-1,0.4068,NA,0.6562,0.3489,-0.6518,0.47063333333333335,1
BRD-K84022666,0.4063,NA,0.5696,0.6669,-0.5429,0.5476,1
BRD-K52099002,0.4062,NA,0.6388,0.3713,-0.6276,0.4721,1
BMY-14802,0.406,NA,0.4541,0.3416,-0.6119,0.4005666666666667,1
COT Inhibitor-2,0.4059,NA,0.6394,0.5213,-0.6106,0.5222,1
SCHEMBL17497583,0.4051,0.3464,0.6806,0.3465,-0.6137,0.44465,0
TAK-715,0.4049,0.3635,0.6831,0.6005,-0.6081,0.513,0
Dephostatin,0.4046,0.3367,0.6878,0.4989,-0.7708,0.482,0
4-Iodo-6-phenylpyrimidine,0.4043,0.3444,0.6309,0.4391,-0.6147,0.454675,0
SA-1456227,0.4033,NA,0.6061,NA,-0.5412,0.5046999999999999,2
SB408124,0.4033,0.3408,NA,0.3627,-0.9007,0.36893333333333334,1
BRD-K21498052,0.4033,NA,0.389,NA,-0.4979,0.39615,2
TP14,0.403,NA,0.6982,0.5595,-0.6216,0.5535666666666667,1
Pinacidil,0.4029,NA,0.7353,NA,-0.4883,0.5690999999999999,2
Sitagliptin,0.4028,0.3704,0.634,0.5003,-0.6129,0.476875,0
BRD-K01425431,0.4027,0.3655,0.7576,0.4234,-0.4837,0.4873,0
BRD-K81658952,0.4027,NA,0.5822,NA,-0.7096,0.49245000000000005,2
Tyrphostin AG 527,0.4027,0.3249,0.4162,0.3535,-0.6021,0.374325,0
YM 201636,0.4026,0.4702,0.6759,0.5125,-0.5256,0.5153,0
Clopidogrel,0.4023,0.3541,0.6093,NA,-0.678,0.4552333333333333,1
AKT Inhibitor IV,0.4021,0.4605,0.6438,0.5193,-0.4938,0.506425,0
Entinostat,0.401,0.5423,0.6466,0.8873,-0.4741,0.6193,0
Taranabant,0.401,0.8079,0.6757,0.5759,-0.6683,0.6151249999999999,0
MLS002699818,0.4006,NA,0.611,0.5345,-0.5194,0.5153666666666666,1
BRD-K89994146,0.4003,NA,0.5815,0.4687,-0.8174,0.4835,1
Tranylcypromine,0.4003,NA,0.617,0.5709,-0.6836,0.5294,1
Torsemide,0.4,NA,0.6714,0.4377,-0.6889,0.5030333333333333,1
PF-4136309,0.4,NA,0.4561,0.5692,-0.6844,0.4751,1
Diclofensine (hydrochloride),0.3999,NA,NA,0.4906,-0.637,0.44525,2
ZINC77024257,0.3998,0.5103,0.6486,0.5667,-0.4858,0.53135,0
MLS001116217,0.3992,0.3804,0.598,0.4467,-0.5787,0.456075,0
BRD-K34547533,0.3987,0.4716,0.6471,0.4052,-0.5728,0.48065,0
Glipizide,0.3985,NA,0.7192,0.7606,-0.4852,0.6261,1
Tocainide,0.3985,NA,0.4464,0.554,-0.8621,0.46630000000000005,1
Flavokawain B,0.3978,0.3519,0.5352,NA,-0.5604,0.4283,1
CHEMBL2357067,0.3976,NA,NA,0.4607,-0.477,0.42915000000000003,2
BRD-K57476701,0.3976,NA,0.5689,0.4459,-0.6091,0.4708,1
CID755673,0.3975,0.3831,0.5599,0.4036,-0.7306,0.436025,0
MLS003448149,0.3971,0.4757,0.5812,0.4641,-0.4869,0.47952500000000003,0
CHEMBL3188944,0.3971,0.3492,0.587,0.4815,-0.507,0.4537,0
MLS002264429,0.3971,NA,0.5743,0.4708,-0.7152,0.48073333333333335,1
ZINC03898662,0.3966,0.3313,0.4536,NA,-0.6801,0.3938333333333333,1
Nicotin-Amide,0.3966,0.5247,0.6482,0.5599,-0.5463,0.53235,0
BRD-K16714380,0.3965,0.3649,0.5887,NA,-0.6117,0.45003333333333334,1
Siramesine (hydrochloride),0.3965,NA,0.5816,0.4594,-0.5015,0.4791666666666667,1
Andarine,0.3965,0.7146,0.6162,0.7207,-0.6117,0.612,0
VU0413243-1,0.3965,NA,0.7394,0.341,-0.6597,0.4923,1
Tenofovir,0.3964,NA,0.6811,0.5045,-0.6048,0.5273333333333333,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.3961,0.471,0.6509,0.3929,-0.477,0.477725,0
amcinonide,0.396,0.4842,0.7658,0.561,-0.6082,0.5517500000000001,0
MLS000859112,0.3959,0.3412,0.6981,0.5155,-0.7017,0.48767499999999997,0
Rosiglitazone,0.3959,0.3518,0.6829,0.5235,-0.4793,0.488525,0
sn-Glycero-3-phosphocholine,0.3957,NA,0.5658,0.5306,-0.6212,0.4973666666666666,1
Levofloxacin,0.3955,0.5416,0.5749,0.6414,-0.4918,0.53835,0
PCI-34051,0.3953,0.3892,0.5358,0.6891,-0.6449,0.5023500000000001,0
AC1NUE3V,0.3951,0.3971,0.4234,0.546,-0.49,0.4404,0
SPARFLOXACIN,0.395,NA,0.5978,NA,-0.6702,0.4964,2
2002-H20,0.395,NA,NA,0.3433,-0.5957,0.36915,2
BRD-K81810761,0.3941,NA,0.6042,NA,-0.6785,0.49915,2
SMR000798352,0.394,0.3646,NA,NA,-0.6994,0.37929999999999997,2
L 655240,0.3938,NA,0.644,0.3749,-0.659,0.4709,1
BRD-K37487131,0.3937,NA,0.4995,0.4689,-0.6219,0.45403333333333334,1
"2,3',4,5'-Tetramethoxystilbene",0.3936,0.4043,0.6021,NA,-0.757,0.4666666666666667,1
ML181,0.3934,NA,0.6513,NA,-0.6038,0.52235,2
MW-SHH-61,0.3934,0.326,0.7443,0.426,-0.6232,0.472425,0
SA-90544,0.3934,NA,0.7911,NA,-0.7562,0.59225,2
FLUDARABINE PHOSPHATE,0.3933,0.3553,NA,0.4134,-0.6318,0.3873333333333333,1
ALD1-H_001009,0.3933,NA,0.577,NA,-0.6539,0.48514999999999997,2
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.3927,0.3524,0.5899,0.6169,-0.4795,0.487975,0
AT-9283,0.3925,0.5847,0.6925,0.6256,-0.6043,0.573825,0
HY-11007,0.3922,0.3468,0.6282,0.5409,-0.4925,0.47702500000000003,0
Tasisulam,0.3918,NA,0.6075,0.6725,-0.6043,0.5572666666666667,1
CEFEPIME HYDROCHLORIDE,0.3917,0.618,0.5212,0.603,-0.6266,0.533475,0
"6-(7-Hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl)-n-methyl-2-naphthamide",0.3916,NA,NA,0.562,-0.6376,0.4768,2
SB-431542,0.3915,NA,0.6597,0.5383,-0.505,0.5298333333333334,1
Lisinopril,0.3912,NA,0.6315,0.5183,-0.6415,0.5136666666666666,1
BRD-K70900504,0.3911,0.338,0.6049,0.4513,-0.5319,0.44632499999999997,0
F1304-0056,0.3911,0.3915,0.5788,NA,-0.5704,0.4538,1
BRD-K30066603,0.3911,NA,NA,0.4587,-0.6496,0.4249,2
SB-366791,0.3906,NA,0.5816,0.5176,-0.6148,0.4966,1
IC-87114,0.3903,NA,NA,0.4554,-0.6448,0.42285,2
Bucladesine,0.3894,NA,0.5705,0.4361,-0.6855,0.4653333333333333,1
GDC-0152,0.3892,0.3452,0.5833,0.6324,-0.4828,0.487525,0
Remacemide,0.3886,NA,0.7301,0.4154,-0.5614,0.5113666666666666,1
Crizotinib,0.3885,0.4748,0.6894,0.6642,-0.4796,0.554225,0
Carbamazepine,0.3885,0.4293,0.6594,0.4925,-0.4919,0.492425,0
AC1NSZCT,0.3882,0.4411,0.661,0.6231,-0.6234,0.52835,0
BRD-K63476888,0.388,NA,0.5905,NA,-0.6306,0.48925,2
Butoconazole,0.3879,0.3645,0.5987,NA,-0.4984,0.4503666666666667,1
Etravirine (TMC125),0.3878,0.4286,0.4298,0.6122,-0.5495,0.4646,0
Cytosporone B,0.3874,NA,0.6567,0.4398,-0.6357,0.4946333333333333,1
BRD-K24798550,0.3872,NA,0.4637,0.4339,-0.698,0.4282666666666667,1
MLS003130365,0.3866,NA,0.5951,0.3801,-0.6022,0.4539333333333333,1
BRD-K78014537,0.3865,NA,0.5435,0.4302,-0.668,0.4534,1
BRD-K00144236,0.3865,NA,NA,0.5137,-0.6188,0.45010000000000006,2
BRD-K75813018,0.3862,0.3813,0.6613,0.4082,-0.7104,0.45925,0
Teniposide,0.3861,0.577,0.655,0.5088,-0.4792,0.531725,0
Neostigmine,0.3857,NA,0.6472,0.5847,-0.6716,0.5392,1
Sulpiride,0.3857,0.3668,0.6096,0.3701,-0.6201,0.43305,0
Bendroflumethiazide,0.3857,0.5415,0.5947,0.3844,-0.521,0.47657499999999997,0
Nebivolol,0.3855,0.8072,0.441,0.5227,-0.6038,0.5391,0
Tadalafil,0.3855,NA,0.6203,0.5044,-0.5209,0.5034,1
SCHEMBL13991002,0.3853,NA,0.7171,0.4029,-0.4899,0.5017666666666667,1
Navitoclax,0.3852,0.4137,0.6935,0.5151,-0.5319,0.501875,0
SA-1455938,0.385,NA,0.6062,0.6504,-0.6023,0.5472,1
MLS002264450,0.3848,0.4807,0.5764,0.6942,-0.6088,0.534025,0
AG-957,0.3848,0.4223,0.6344,0.5111,-0.5865,0.48815,0
HMN-214,0.3844,0.5897,0.8307,0.7775,-0.4775,0.645575,0
QS-11,0.3843,0.6,0.5658,0.6718,-0.6384,0.5554749999999999,0
Guanadrel,0.3843,0.4047,0.5397,0.8676,-0.4979,0.549075,0
BRD-K64304398,0.3842,0.3246,0.6894,0.6287,-0.6761,0.506725,0
AC1N08ZR,0.384,NA,0.5846,0.4718,-0.6103,0.48013333333333336,1
3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azoniabicyclo[3.2.1]octane,0.3836,NA,0.617,NA,-0.6194,0.5003,2
Triacsin C,0.3835,NA,0.5582,0.4699,-0.4844,0.47053333333333336,1
BRD-K90163207,0.383,0.4202,0.5908,NA,-0.6851,0.4646666666666667,1
Ethylbeta-carboline-3-carboxylate,0.3829,0.3366,0.7388,NA,-0.718,0.48610000000000003,1
"5,6-Dichlorobenzimidazole riboside",0.3827,NA,0.7365,0.4123,-0.6136,0.5105,1
TAK-242,0.3826,0.3815,0.8062,0.8331,-0.4766,0.60085,0
BRD-K23564937,0.3825,NA,0.5037,0.6406,-0.7803,0.5089333333333333,1
Chloromycetny,0.3823,NA,0.6989,0.4378,-0.728,0.5063333333333333,1
BRD-K16034108,0.3822,NA,0.5924,0.412,-0.4889,0.4622,1
ST092443,0.382,NA,NA,0.4014,-0.7331,0.3917,2
MLS-0311344.0001,0.3817,NA,0.7075,NA,-0.5042,0.5446,2
Lomeguatrib,0.3817,NA,NA,0.4088,-0.6033,0.39525,2
SPBIO_002239,0.3813,NA,0.6772,NA,-0.6184,0.52925,2
Tedizolid,0.3812,NA,0.6312,0.507,-0.6101,0.5064666666666666,1
Arglabin,0.3812,0.4736,0.3958,0.5811,-0.6193,0.45792499999999997,0
MLS-0425616.0001,0.3806,NA,NA,0.4069,-0.6241,0.39375,2
EX527,0.3805,NA,0.5438,0.4872,-0.6147,0.4705,1
Amonafide,0.3804,0.6031,NA,0.4828,-0.7443,0.4887666666666667,1
T5236894,0.3801,NA,0.6703,NA,-0.7075,0.5252,2
Acipimox,0.3799,NA,0.4523,0.4706,-0.6463,0.4342666666666667,1
RS-23597-190,0.3799,NA,0.4322,0.4843,-0.546,0.4321333333333333,1
Tolazamide,0.3798,0.3242,0.7753,0.525,-0.4971,0.501075,0
Anacetrapib (MK-0859),0.3798,0.367,NA,0.6039,-0.5064,0.4502333333333333,1
Inolitazone (dihydrochloride),0.3797,0.3582,0.6088,0.5748,-0.609,0.480375,0
BRD-K70125131,0.3795,0.4719,0.7891,NA,-0.7522,0.5468333333333333,1
Doxazosin,0.3794,0.3527,0.5887,0.5832,-0.5202,0.47600000000000003,0
BRD-A98888159,0.3793,0.3653,0.5522,0.3816,-0.7485,0.41960000000000003,0
Isosorbide Mononitrate,0.3789,NA,0.6143,NA,-0.6462,0.4966,2
Hemado,0.3788,NA,0.6492,NA,-0.7592,0.514,2
SCHEMBL618594,0.3784,0.3755,0.6956,0.7315,-0.5122,0.54525,0
PENICILLIN V POTASSIUM,0.3784,0.4686,0.4883,0.5042,-0.6609,0.45987500000000003,0
Buddleoflavonoloside,0.3783,0.3268,0.5417,0.3389,-0.6679,0.39642499999999997,0
BG-51,0.3781,0.4168,0.6773,0.4959,-0.5013,0.492025,0
AB00540133,0.378,NA,0.4973,0.4505,-0.7813,0.44193333333333334,1
Naproxen,0.3778,NA,0.6511,0.3807,-0.6389,0.46986666666666665,1
CHEMBL1706858,0.3776,0.611,NA,0.3865,-0.6788,0.45836666666666664,1
Trimethobenzamide,0.3775,NA,0.7,0.8114,-0.6159,0.6296333333333333,1
BRD-A35207501,0.3775,NA,0.5531,0.56,-0.6152,0.4968666666666667,1
BRD-K15410616,0.3775,NA,0.432,0.5037,-0.633,0.43773333333333336,1
Amitriptyline,0.3772,0.3949,0.6936,0.5194,-0.5,0.49627499999999997,0
CAY10578,0.3766,NA,0.5431,0.3407,-0.6677,0.42013333333333336,1
SR-2640,0.3766,0.4771,0.5876,0.483,-0.6204,0.48107500000000003,0
Htfmt,0.3763,NA,0.6455,0.4505,-0.6645,0.4907666666666667,1
Alectinib,0.3756,0.4717,0.6843,0.6024,-0.5006,0.5335,0
sunitinib,0.375,0.5137,0.5494,0.3501,-0.7596,0.44705,0
SMR000651449,0.3746,0.3429,0.7007,0.4123,-0.6036,0.457625,0
BRD-K12744550-019-01-8,0.3746,NA,NA,0.5375,-0.6742,0.45604999999999996,2
Veratridine,0.3745,NA,NA,0.3456,-0.6395,0.36005,2
N-(3-Acetamidophenyl)-3-chlorobenzamide,0.374,NA,0.5645,0.5481,-0.613,0.4955333333333333,1
Vandetanib,0.3737,0.3712,0.708,0.5958,-0.6082,0.5121749999999999,0
Dicloxacillin,0.3736,NA,0.67,0.7093,-0.6086,0.5843,1
BAS 08302902,0.3735,0.3868,0.6581,0.3946,-0.6454,0.45325,0
BRD-K74206117,0.3734,NA,0.5832,NA,-0.8052,0.47830000000000006,2
CHEMBL2357745,0.3732,0.4311,0.7325,0.3369,-0.6932,0.468425,0
SPECTRUM_000826,0.3728,NA,0.6402,0.4358,-0.5677,0.4829333333333333,1
BRD-K88278225,0.3727,NA,0.6307,NA,-0.4945,0.5017,2
Doconexent,0.3722,NA,0.5982,0.3661,-0.6698,0.44549999999999995,1
15D-PGJ2,0.3722,0.3708,0.7584,0.4466,-0.4799,0.487,0
6-fluoro-3-hydroxypyrazine-2-carboxamide,0.3722,0.3467,0.5393,0.7111,-0.6553,0.492325,0
Epinephrine HCl,0.372,NA,0.5454,0.3919,-0.639,0.43643333333333334,1
Moxifloxacin,0.3718,0.3374,0.5582,0.6365,-0.6895,0.475975,0
Bumetanide,0.3714,NA,0.7238,0.5525,-0.604,0.5492333333333334,1
Ticrynafen,0.3713,0.3327,NA,NA,-0.7739,0.352,2
BRN 1601185,0.3712,NA,0.6536,0.3777,-0.6302,0.46749999999999997,1
ZINC01069258,0.3712,NA,NA,0.3529,-0.6738,0.36205,2
BRD-K44916273,0.3711,NA,0.5961,NA,-0.6645,0.4836,2
Ambroxol,0.371,NA,0.585,0.4749,-0.5121,0.47696666666666665,1
SPECTRUM1505167,0.3707,NA,0.7227,0.3654,-0.6218,0.4862666666666667,1
Pomalidomide,0.3704,0.6073,NA,0.7632,-0.4773,0.5803,1
SPECTRUM_001048,0.3703,0.4633,0.6175,0.8466,-0.506,0.574425,0
SCHEMBL12410954,0.3703,0.3743,0.5227,0.4006,-0.4829,0.41697500000000004,0
SA-424534,0.3701,NA,0.3872,0.6159,-0.7785,0.4577333333333333,1
BRD-K23488072,0.3699,NA,0.5697,NA,-0.8149,0.4698,2
BRD-K74553461,0.3699,0.3266,NA,0.363,-0.742,0.3531666666666667,1
apigenin,0.3697,0.525,0.5782,0.6139,-0.4797,0.5217,0
BRD-K20718732,0.3692,0.341,NA,0.4718,-0.4781,0.394,1
BRD-K74671783,0.3691,NA,0.6935,0.5227,-0.6767,0.5284333333333333,1
CG-930,0.369,NA,0.617,0.3612,-0.6201,0.44906666666666667,1
Rebamipide,0.3689,NA,0.5427,0.482,-0.8094,0.4645333333333333,1
BRD-K07395346,0.3688,0.4089,0.4023,0.6529,-0.6549,0.458225,0
ZINC68199948,0.3688,NA,0.7699,0.4012,-0.6852,0.5133,1
BRD-K28377013,0.3683,0.4324,0.6296,0.3873,-0.6493,0.4544,0
Dextromethorphan,0.368,NA,NA,0.4472,-0.5995,0.40759999999999996,2
ZD-7155,0.3677,NA,0.6085,0.3746,-0.7237,0.4502666666666667,1
N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,0.3677,NA,0.6459,0.5667,-0.7543,0.5267666666666667,1
N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,0.3677,NA,0.6459,0.5667,-0.7543,0.5267666666666667,1
Midodrine,0.3674,NA,0.6172,0.4473,-0.9666,0.4773,1
Perindopril,0.3674,0.5225,0.6286,0.5447,-0.863,0.5158,0
WHI-P154,0.3673,0.4432,0.6559,NA,-0.5394,0.4888,1
Arachidonamide,0.3673,NA,0.6719,0.4732,-0.6397,0.5041333333333333,1
BRD-K24621485,0.3673,NA,0.6344,NA,-0.6078,0.50085,2
CHEMBL2361061,0.3671,NA,0.5778,0.3735,-0.777,0.43946666666666667,1
"THR1 Inhibitor, 2",0.367,0.3468,0.7023,0.488,-0.494,0.47602500000000003,0
BRD-K22280018,0.367,0.4524,0.5484,NA,-0.6248,0.45593333333333336,1
(-)-Tramadol,0.3665,NA,0.5423,0.5339,-0.5142,0.4809,1
SRT-1720,0.3664,NA,0.6894,NA,-0.78,0.5279,2
Pyroxamide,0.3663,NA,0.575,0.3747,-0.4929,0.43866666666666665,1
TCMDC-125843,0.3663,NA,0.5796,NA,-0.5089,0.47295,2
CHEMBL2136735,0.3658,0.3413,0.7646,0.598,-0.6103,0.517425,0
CHEMBL1327417,0.3657,NA,0.5839,0.3967,-0.7037,0.44876666666666665,1
ACON1_002097,0.3655,NA,0.5632,NA,-0.7235,0.46435000000000004,2
BRD-K67794838,0.3654,NA,NA,0.4477,-0.7013,0.40654999999999997,2
Boldine,0.3651,NA,NA,0.4941,-0.7293,0.4296,2
SCHEMBL10026606,0.3651,NA,0.6278,0.4822,-0.6112,0.4917,1
Danusertib,0.365,0.5465,0.6004,0.4346,-0.6092,0.486625,0
PK04_130213,0.365,0.3496,0.5917,NA,-0.6055,0.43543333333333334,1
BRD-K85413794,0.3649,NA,0.611,NA,-0.64,0.48795,2
Quinine,0.3648,NA,0.5634,0.7475,-0.6436,0.5585666666666667,1
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.3648,0.4203,0.6306,0.5579,-0.6136,0.4934,0
FG7142,0.3644,NA,0.5633,NA,-0.6623,0.46385,2
Gemfibrozil,0.3642,0.3788,0.592,0.551,-0.5301,0.47150000000000003,0
AC1NWAPU,0.364,NA,0.6152,0.3847,-0.7075,0.45463333333333333,1
SPECTRUM_001522,0.3639,0.5767,0.6212,0.685,-0.759,0.5617,0
ST4070043,0.3639,NA,NA,0.5357,-0.8496,0.4498,2
Avrainvillamide Analog 3,0.3637,0.4914,0.6356,0.4811,-0.5276,0.49295,0
Cnqx,0.3635,NA,0.4108,0.5113,-0.5251,0.4285333333333333,1
Estrone,0.3633,NA,0.5581,0.6758,-0.6274,0.5324,1
AC1MEEHF,0.3632,0.4702,0.5927,0.4175,-0.521,0.4609,0
MLS000033898,0.363,0.3355,0.7351,NA,-0.6155,0.47786666666666666,1
BRD-K75633187,0.3629,NA,0.6414,0.3512,-0.8785,0.4518333333333333,1
Retigabine,0.3628,NA,NA,0.4621,-0.8311,0.41245,2
BRD-K07569193,0.3625,NA,0.6951,0.4105,-0.8585,0.48936666666666667,1
AC1NSM0X,0.3624,NA,NA,0.8738,-0.4945,0.6181,2
fluocinolone-acetonide,0.3623,0.3288,0.3878,0.7095,-0.551,0.4471,0
CHEMBL1992500,0.3622,NA,0.6694,NA,-0.7667,0.5158,2
Rosuvastatin,0.3622,NA,NA,0.8217,-0.5509,0.59195,2
Rolipram,0.3621,0.5154,0.5831,0.4282,-0.5121,0.47219999999999995,0
Bulleyaconitine-A,0.362,NA,0.5541,NA,-0.7386,0.45805,2
CHEMBL1965031,0.362,NA,0.6652,0.5305,-0.7185,0.5192333333333333,1
Risperidone,0.3619,NA,0.6998,0.544,-0.5739,0.5352333333333333,1
Arctigenin,0.3617,NA,0.488,0.5569,-0.5178,0.46886666666666665,1
Deferiprone,0.3616,NA,0.4177,0.6084,-0.4793,0.4625666666666667,1
ST50840204,0.3616,0.4889,0.52,NA,-0.6274,0.4568333333333333,1
Diazepam,0.3614,NA,0.6532,0.6078,-0.6202,0.5408,1
20554-84-1,0.3613,0.3762,0.6968,0.4972,-0.6879,0.482875,0
Rilmenidine,0.3613,NA,0.5523,0.7624,-0.6788,0.5586666666666666,1
SCHEMBL10583556,0.3612,NA,0.6187,0.458,-0.5937,0.4793,1
SMR000220152,0.3612,0.4191,0.6731,NA,-0.5043,0.48446666666666666,1
BRD-K95582125,0.3606,NA,0.4329,0.4003,-0.6033,0.3979333333333333,1
Tandutinib,0.36,NA,0.6388,0.4547,-0.6916,0.4845,1
Zardaverine,0.3599,0.3579,0.7012,0.3414,-0.6993,0.4401,0
SCHEMBL17857056,0.3598,0.3591,0.6147,0.4775,-0.4911,0.452775,0
SA-432998,0.3598,NA,0.7064,0.6926,-0.736,0.5862666666666667,1
BRD-K20578716,0.3597,NA,0.675,NA,-0.6145,0.51735,2
Moxonidine,0.3595,0.4635,0.6798,0.6282,-0.53,0.53275,0
Talniflumate,0.3595,NA,0.4004,0.3885,-0.5602,0.3828,1
MLS002729074,0.3595,NA,0.7465,0.7188,-0.4914,0.6082666666666667,1
Quetiapine,0.3595,0.3267,0.6844,0.6286,-0.8191,0.4998,0
Semaxanib,0.3591,0.7726,0.5947,0.6455,-0.6044,0.592975,0
Roquinimex,0.3591,0.3543,0.6924,0.8405,-0.6252,0.561575,0
SA-424763,0.3591,NA,0.6153,NA,-0.721,0.48719999999999997,2
SA-1922796,0.359,NA,0.6405,NA,-0.6214,0.49974999999999997,2
852475-26-4,0.3588,NA,0.7702,0.4479,-0.606,0.5256333333333334,1
BRD-K45843042,0.3588,NA,0.3821,0.5125,-0.6947,0.4178,1
Ampalex,0.3586,0.4225,0.5941,0.404,-0.6377,0.4448,0
SMR000069627,0.3585,NA,NA,0.3501,-0.6457,0.3543,2
BRD-K88556033,0.3584,0.437,0.5591,0.3431,-0.6929,0.4244,0
Zonisamide,0.3584,NA,0.6187,0.5561,-0.7637,0.5110666666666667,1
196868-63-0,0.3584,0.442,0.5639,0.396,-0.4864,0.440075,0
SCHEMBL3363896,0.3583,NA,0.578,0.5073,-0.5955,0.48119999999999996,1
ML131,0.3581,NA,0.5772,NA,-0.6459,0.46765,2
Broad-Sai-296,0.3578,0.3245,0.679,0.6033,-0.542,0.49115,0
Olanzapine,0.3577,NA,0.6589,0.3439,-0.6812,0.4535,1
"2-(2,5-Dimethoxyphenylcarbamoyl)phenyl acetate",0.3576,0.3231,0.5378,0.3575,-0.6857,0.39399999999999996,0
Citalopram,0.3575,0.3461,0.6345,0.5351,-0.6714,0.4683,0
Niacin,0.3573,NA,0.7211,0.3544,-0.6791,0.47759999999999997,1
VT-464,0.357,NA,NA,0.5524,-0.5882,0.4547,2
CHEBI:48565,0.3569,NA,0.5992,NA,-0.679,0.47805,2
IOX2,0.3565,NA,0.6746,0.4125,-0.514,0.48119999999999996,1
Tyrphostin AG-112,0.3564,NA,0.7251,0.5672,-0.6423,0.5495666666666666,1
Darinaparsin,0.3563,NA,0.6704,0.5568,-0.609,0.5278333333333334,1
IN1541,0.3563,NA,0.5908,0.7546,-0.6231,0.5672333333333334,1
Seocalcitol,0.3561,0.4971,0.4143,0.4465,-0.6248,0.4285,0
KM04501,0.356,0.4645,0.539,0.5329,-0.8595,0.4731,0
Raclopride,0.356,NA,0.6128,0.6218,-0.4887,0.5302,1
BRD-K78484446,0.3558,0.3488,0.6207,NA,-0.7311,0.4417666666666667,1
Raltegravir,0.3557,NA,NA,0.3372,-0.8494,0.34645000000000004,2
4-(4-Methoxyphenoxy)-2-(4-propoxyphenyl)quinazoline,0.3557,NA,0.5973,NA,-0.812,0.47650000000000003,2
BRD-K50204028,0.3555,0.3692,0.4695,NA,-0.5463,0.3980666666666666,1
BL003-049-HDAC3,0.3555,0.3952,0.5672,0.3926,-0.5126,0.42762500000000003,0
Warfarin,0.3555,0.5185,0.5961,0.8471,-0.4787,0.5792999999999999,0
Oxalomalicacid,0.3555,NA,0.6582,NA,-0.6592,0.50685,2
UB-165,0.3554,NA,0.7113,0.361,-0.8652,0.4759,1
AC1Q3NSV,0.3553,0.3862,NA,NA,-0.7549,0.37075,2
Sildenafil,0.3551,0.4753,0.657,0.517,-0.5168,0.5011,0
MLS002699810,0.355,NA,0.7901,0.4005,-0.6623,0.5152,1
Granisetron,0.3549,NA,0.8227,0.4073,-0.5564,0.5283,1
BRD-K03957451,0.3549,0.3609,0.5392,0.3781,-0.5188,0.408275,0
TAZOBACTAM,0.3548,NA,0.585,NA,-0.4962,0.4699,2
BRD-K86149906,0.3547,NA,NA,0.3967,-0.6071,0.37570000000000003,2
LY451395,0.3543,0.372,0.6411,0.3441,-0.6222,0.427875,0
CI-218872,0.3541,NA,0.6723,0.8554,-0.6091,0.6272666666666666,1
Cobalt (Ii) Chloride,0.3541,NA,0.5098,0.4215,-0.671,0.42846666666666666,1
Acamprosate,0.3541,NA,0.6442,NA,-0.6857,0.49915,2
BRD-K00715257,0.354,NA,NA,0.4184,-0.7573,0.3862,2
BRD-K20827972,0.3539,0.3482,NA,0.4887,-0.6829,0.39693333333333336,1
CHEMBL3109370,0.3538,0.3731,0.4706,NA,-0.4883,0.39916666666666667,1
Lomefloxacin,0.3538,NA,0.6174,NA,-0.8432,0.4856,2
