compound,nib,quine,vir,similarity,meansim,nas
CHEMBL2357745,0.3387,0.4043,NA,-0.409,0.3715,1
AGI-6780,0.3386,0.6855,NA,-0.4241,0.51205,1
Tyrphostin 1,0.3385,0.4321,0.4351,-0.4201,0.4019,0
Fasudil,0.3385,0.3678,0.3885,-0.4434,0.36493333333333333,0
CHEMBL2357518,0.3383,NA,0.4861,-0.4403,0.4122,1
AC1O8PYD,0.3382,0.3716,NA,-0.5041,0.3549,1
Beclomethasone Dipropionate,0.3376,0.4684,0.3507,-0.3496,0.38556666666666667,0
Honokiol,0.3373,0.5585,0.3425,-0.3789,0.41276666666666667,0
Clonidine,0.3372,0.4723,0.4447,-0.4122,0.41806666666666664,0
Phenanthridone,0.3372,0.5048,0.329,-0.5286,0.39033333333333337,0
Tranilast,0.3372,0.4387,0.4647,-0.3211,0.4135333333333333,0
Ketanserin,0.337,0.4102,0.3999,-0.4678,0.3823666666666667,0
Bisacodyl,0.3367,NA,0.3297,-0.4119,0.3332,1
BRD-A81936046,0.3365,0.7327,0.465,-0.4361,0.5114000000000001,0
"L-161,982",0.3365,0.4416,NA,-0.4321,0.38905,1
Atipamezole (hydrochloride),0.3365,NA,0.3492,-0.4282,0.34285,1
BUTORPHANOL-(+)-TARTRATE (DEA license),0.3364,0.4078,NA,-0.4511,0.3721,1
BRD-K14781269,0.3363,0.339,NA,-0.4927,0.33765,1
CHEMBL1938917,0.336,NA,0.3377,-0.5998,0.33685,1
Alvespimycin,0.336,0.618,NA,-0.432,0.477,1
FPL64176,0.3359,0.3563,0.4134,-0.4402,0.3685333333333333,0
CHEMBL1950303,0.3359,0.6753,0.4773,-0.4473,0.49616666666666664,0
Andrographolide,0.3359,0.334,0.321,-0.3284,0.3303,0
PD-407824,0.3359,0.3681,0.3281,-0.3288,0.3440333333333333,0
DMP-543,0.3357,0.7217,0.5461,-0.4466,0.5345,0
Gemfibrozil,0.3354,0.3895,0.5095,-0.4646,0.41146666666666665,0
BRD-K86671899,0.3349,0.5788,0.4125,-0.6312,0.44206666666666666,0
SMR001317659,0.3348,0.5061,0.4759,-0.6101,0.43893333333333334,0
Torsemide,0.3347,0.4433,0.4019,-0.4131,0.3933,0
RO4987655,0.3346,0.8838,0.3274,-0.3309,0.5152666666666667,0
BG-51,0.3346,0.4724,0.4178,-0.3399,0.40826666666666667,0
CHEMBL2381524,0.3342,0.4997,0.5084,-0.4476,0.4474333333333333,0
TH-302,0.3338,0.6758,0.4437,-0.4105,0.4844333333333333,0
MK-5108,0.3336,0.579,NA,-0.4129,0.4563,1
SB525334,0.3335,0.6256,0.4273,-0.3276,0.46213333333333334,0
Chlorpropamide,0.3335,0.4474,0.3279,-0.4127,0.36960000000000004,0
Myriocin,0.3334,0.4661,0.3597,-0.428,0.3864,0
Tenoxicam,0.3333,0.6963,0.5698,-0.4239,0.5331333333333333,0
SCHEMBL3655059,0.3331,0.4186,NA,-0.4288,0.37585,1
BRD-K30393343,0.3331,0.3277,NA,-0.411,0.3304,1
NU-7026,0.3328,0.6428,0.4694,-0.4205,0.4816666666666667,0
heraclenol,0.3327,0.335,0.4086,-0.463,0.3587666666666667,0
GW9508,0.3324,NA,0.5469,-0.428,0.43965,1
Resiquimod,0.3324,0.4014,NA,-0.4405,0.3669,1
IN1304,0.3322,0.4197,0.3659,-0.4195,0.3726,0
100599-27-7,0.332,0.5828,0.4387,-0.4233,0.45116666666666666,0
SMR000798335,0.3319,0.469,0.3423,-0.3324,0.38106666666666666,0
Skatole,0.3317,NA,0.3241,-0.624,0.32789999999999997,1
Flurandrenolide,0.3317,0.4663,0.3356,-0.3639,0.3778666666666667,0
Moricizine,0.3317,0.4616,0.3459,-0.442,0.3797333333333333,0
TRAVOPROST,0.3317,0.4777,NA,-0.4274,0.4047,1
Dienestrol,0.3316,0.363,0.4392,-0.4104,0.37793333333333334,0
HE044657,0.3316,NA,0.3311,-0.4273,0.33135000000000003,1
Efavirenz,0.3316,0.8271,0.3247,-0.4339,0.49446666666666667,0
Avagacestat (BMS-708163),0.3316,0.5043,NA,-0.4226,0.41795,1
Rizatriptan,0.3315,0.5064,0.3457,-0.3408,0.39453333333333335,0
SCHEMBL17457487,0.3312,0.3553,0.3646,-0.5138,0.35036666666666666,0
EXALAMIDE,0.3306,0.7637,NA,-0.3865,0.54715,1
NU1025,0.3305,0.4219,0.5033,-0.4178,0.41856666666666664,0
BRD-A32440707,0.3304,0.3691,0.3229,-0.3242,0.3408,0
KM04501,0.3304,0.3761,0.3643,-0.6341,0.3569333333333333,0
"7,8-Dihydroxychlorpromazine",0.3304,0.4221,NA,-0.4281,0.37625,1
Diethylstilbestrol,0.3303,0.436,0.5434,-0.4677,0.43656666666666666,0
LY2801653,0.33,0.4205,0.3357,-0.3352,0.36206666666666665,0
Fluconazole,0.33,0.5804,0.3351,-0.4154,0.4151666666666667,0
BRD-K80786583-001-01-5,0.3299,0.4641,NA,-0.3232,0.397,1
BRD-K44079161,0.3299,0.3264,NA,-0.5966,0.32815000000000005,1
CHEMBL436817,0.3297,0.6724,0.5318,-0.4267,0.5113,0
Diflorasone Diacetate,0.3295,0.551,NA,-0.4083,0.44025000000000003,1
Omeprazole,0.3295,0.4449,0.4139,-0.4119,0.3961,0
Bavisant (dihydrochloride hydrate),0.3295,0.7181,0.4283,-0.4379,0.49196666666666666,0
Ricinine,0.3294,0.3352,NA,-0.4374,0.33230000000000004,1
GSK 3BETA Inhibitor VIII,0.3289,0.3469,NA,-0.4221,0.3379,1
Levocetirizine,0.3288,NA,0.328,-0.6229,0.3284,1
Apoptosis Activator II,0.3287,0.4444,NA,-0.5453,0.38655,1
BRD-K38477985,0.3286,0.4133,NA,-0.3428,0.37095,1
AC1NSZCT,0.3284,0.4122,0.453,-0.3553,0.3978666666666667,0
CGP 57380,0.3282,0.3765,0.3588,-0.385,0.3545,0
Lersivirine,0.3282,0.4626,NA,-0.4139,0.3954,1
NCGC00170405-01,0.328,0.3388,NA,-0.409,0.33340000000000003,1
Broad-Sai-424,0.328,0.4225,0.5153,-0.439,0.4219333333333333,0
SPECTRUM_001048,0.3278,0.3983,0.3757,-0.3274,0.36726666666666663,0
MLS001210968,0.3278,0.3677,0.3453,-0.6168,0.3469333333333333,0
Amethopterin,0.3277,NA,0.3474,-0.3455,0.33755,1
Bifonazole,0.3277,0.6098,0.5677,-0.3255,0.5017333333333334,0
STK009254,0.3274,0.7746,0.431,-0.3717,0.511,0
GSK-J1,0.3271,0.5403,0.5168,-0.4208,0.46140000000000003,0
6-fluoro-3-hydroxypyrazine-2-carboxamide,0.327,0.509,NA,-0.5027,0.41800000000000004,1
SB743921,0.3266,0.4144,NA,-0.3275,0.3705,1
Bumetanide,0.3263,0.4791,0.4673,-0.5482,0.42423333333333335,0
SR3335,0.3263,0.3225,NA,-0.4097,0.3244,1
Prednicarbate,0.3261,0.4356,NA,-0.3306,0.38085,1
Calcimycin,0.3261,NA,0.3666,-0.3247,0.34635,1
Dihydrexidine,0.3259,0.5577,0.403,-0.3238,0.4288666666666667,0
Acarbose,0.3259,0.6328,NA,-0.4161,0.47935000000000005,1
BRD-K46255436,0.3257,NA,0.4141,-0.5399,0.3699,1
Cucurbitacin I,0.3254,0.413,NA,-0.3674,0.3692,1
CHEMBL2001494,0.3254,0.3922,NA,-0.492,0.3588,1
SAR245409,0.3253,0.6166,0.4488,-0.33,0.4635666666666667,0
CHEMBL1474387,0.3251,0.5189,NA,-0.3365,0.42200000000000004,1
Formoterol,0.325,0.5705,0.463,-0.6227,0.45283333333333337,0
Isocycloheximide,0.325,NA,0.4015,-0.3615,0.36325,1
SA-1919710,0.325,NA,0.3267,-0.3875,0.32585,1
BRD-K21913257,0.3249,0.3398,NA,-0.439,0.33235000000000003,1
Dipraglurant,0.3248,0.4485,NA,-0.5274,0.38665,1
CHEMBL2361739,0.3246,0.4725,NA,-0.5133,0.39854999999999996,1
Betamethasone,0.3246,0.5488,NA,-0.4229,0.4367,1
L-690330,0.3245,0.4929,0.4724,-0.5795,0.42993333333333333,0
Sotalol,0.3241,0.6195,0.3239,-0.4577,0.42250000000000004,0
CCG-207980,0.3241,0.3854,NA,-0.4939,0.35475,1
Aminopentamide Sulfate,0.324,0.4501,NA,-0.535,0.38705,1
Teicoplanin,0.324,0.4782,0.322,-0.4669,0.37473333333333336,0
NSC650841,0.3239,NA,0.4272,-0.459,0.37555000000000005,1
Cyproheptadine,0.3238,NA,0.4624,-0.4154,0.3931,1
PSB-11,0.3238,0.3593,NA,-0.4372,0.34155,1
Nialamide,0.3236,NA,0.3271,-0.4691,0.32535000000000003,1
ML100,0.3236,0.4795,0.455,-0.5268,0.41936666666666667,0
SA-1938862,0.3234,0.4251,NA,-0.4942,0.37424999999999997,1
ST50764508,0.3234,0.6347,NA,-0.5407,0.47905000000000003,1
Levofloxacin,0.3233,0.4574,0.4834,-0.4373,0.42136666666666667,0
Spiramide,0.3233,0.4896,NA,-0.3219,0.40645,1
paroxetine,0.3231,0.3648,NA,-0.4093,0.34395,1
Atenolol,0.323,0.4706,NA,-0.5147,0.39680000000000004,1
BRD-K85605624,0.3227,NA,0.3288,-0.5934,0.32575,1
K858,0.3224,0.387,NA,-0.5125,0.3547,1
AC1NWAQV,0.3224,0.4135,0.3288,-0.5223,0.3549,0
Sulfadoxine,0.3224,0.4871,0.3262,-0.4376,0.37856666666666666,0
Hypericin,0.3224,0.4346,0.3689,-0.425,0.3753,0
MLS002222336,0.3224,0.4296,NA,-0.3654,0.376,1
SCHEMBL1670775,0.3222,NA,0.3854,-0.5769,0.3538,1
Benactyzine,0.3221,NA,0.3614,-0.4161,0.34175,1
CHEMBL2132289,0.322,0.5981,0.5464,-0.3345,0.48883333333333334,0
AC1NX97Q,0.3219,NA,0.377,-0.412,0.34945000000000004,1
Cefdinir,0.3219,NA,0.3331,-0.4913,0.3275,1
Birinapant,0.3218,0.3589,0.5608,-0.5811,0.41383333333333333,0
SA-1456734,0.3218,NA,0.3453,-0.5399,0.33355,1
Alaproclate,0.3217,0.6508,0.3604,-0.3841,0.44430000000000003,0
STOCK1S-03920,0.3214,0.3914,0.4491,-0.3786,0.38730000000000003,0
Tanaproget,NA,0.8435,0.3542,-0.3425,0.59885,1
Dolasetron,NA,0.8258,0.4221,-0.6257,0.62395,1
Cholic acid,NA,0.8033,0.3805,-0.4126,0.5919,1
(Z) Fluvoxamine,NA,0.7982,0.4048,-0.4459,0.6015,1
Ammonium Glycyrrhizinate,NA,0.7807,0.4107,-0.5306,0.5957,1
Thalidomide,NA,0.7745,0.5635,-0.4131,0.669,1
Medetomidine,NA,0.7732,0.4443,-0.5305,0.60875,1
FK 866,NA,0.7529,0.3552,-0.4211,0.55405,1
Veliparib (ABT-888),NA,0.7497,0.4272,-0.5446,0.58845,1
Rifabutin,NA,0.7483,0.554,-0.4153,0.65115,1
Mizolastine,NA,0.7459,0.3782,-0.4246,0.5620499999999999,1
FPL-55712,NA,0.7454,0.5556,-0.5125,0.6505,1
Aliskiren,NA,0.7336,0.3933,-0.4695,0.56345,1
Racecadotril,NA,0.7269,0.5298,-0.4753,0.62835,1
BRD-A36275421,NA,0.7262,0.3593,-0.458,0.54275,1
SPIRONOLACTONE,NA,0.7233,0.5072,-0.4183,0.6152500000000001,1
Nafamostat Mesylate,NA,0.723,0.3387,-0.4327,0.53085,1
STOCK1N-09285,NA,0.7191,0.3587,-0.5436,0.5388999999999999,1
BRD-A03684405,NA,0.7183,0.3827,-0.7419,0.5505,1
Bitopertin,NA,0.7131,0.4779,-0.4157,0.5954999999999999,1
Ataluren,NA,0.7106,0.4369,-0.368,0.57375,1
Pentamidine,NA,0.7052,0.3648,-0.3493,0.535,1
HEMICHOLINIUM-3,NA,0.6978,0.3961,-0.506,0.54695,1
CHEMBL1617726,NA,0.6975,0.4533,-0.4271,0.5754,1
Guanadrel,NA,0.697,0.3273,-0.4288,0.51215,1
SCHEMBL6851809,NA,0.6959,0.5084,-0.5844,0.60215,1
AMIKACIN HYDRATE,NA,0.6917,0.3473,-0.4408,0.5195,1
BRD-K28431278,NA,0.6917,0.3987,-0.3215,0.5452,1
PX 12,NA,0.6802,0.375,-0.3372,0.5276000000000001,1
Voriconazole,NA,0.6776,0.4858,-0.4481,0.5817,1
Etanidazole,NA,0.675,0.5181,-0.4089,0.59655,1
Colforsin,NA,0.6711,0.3663,-0.4122,0.5187,1
Ropinirole,NA,0.67,0.3558,-0.4253,0.5129,1
Fexofenadine,NA,0.6688,0.3428,-0.4641,0.5058,1
Flutamide,NA,0.6635,0.4505,-0.413,0.5569999999999999,1
Tizanidine,NA,0.6595,0.3227,-0.4095,0.4911,1
Thiocolchicoside,NA,0.659,0.4131,-0.5227,0.53605,1
Targinine,NA,0.6582,0.3755,-0.4249,0.51685,1
BX471,NA,0.6581,0.5244,-0.4835,0.59125,1
AMG-517,NA,0.655,0.3522,-0.3424,0.5036,1
Vardenafil,NA,0.654,0.3918,-0.4952,0.5229,1
BMS-777607,NA,0.6524,0.5924,-0.4153,0.6224000000000001,1
SPECTRUM_001319,NA,0.6524,0.4811,-0.5054,0.56675,1
Clofibrate,NA,0.6506,0.4795,-0.4955,0.5650499999999999,1
Beta-Narcotine,NA,0.6504,0.3833,-0.5356,0.51685,1
C19H19FN4O3,NA,0.6501,0.4948,-0.368,0.57245,1
Efaproxiral Sodium,NA,0.648,0.3485,-0.4708,0.49824999999999997,1
Busulfan,NA,0.6419,0.348,-0.5518,0.49495,1
Tipifarnib,NA,0.6386,0.3267,-0.4196,0.48264999999999997,1
BRD-A08658758,NA,0.6368,0.4363,-0.5473,0.5365500000000001,1
amisulpride,NA,0.635,0.3742,-0.4256,0.5045999999999999,1
Acyclovir,NA,0.6335,0.4375,-0.4127,0.5355,1
AMG 487,NA,0.6327,0.325,-0.4396,0.47885,1
NKP608,NA,0.6324,0.636,-0.4421,0.6342,1
Fosinopril,NA,0.6319,0.3404,-0.6123,0.48614999999999997,1
Tauroursodeoxy cholic acid dihydrate,NA,0.6265,0.3252,-0.5142,0.47585,1
BRD-K24656059,NA,0.623,0.4345,-0.4234,0.52875,1
Ranolazine,NA,0.6215,0.5629,-0.497,0.5922000000000001,1
UNC1215,NA,0.6209,0.3664,-0.4351,0.49365000000000003,1
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,NA,0.6169,0.3935,-0.328,0.5052,1
RASAGILINE,NA,0.6167,0.4536,-0.4636,0.53515,1
Bemegride,NA,0.6148,0.4715,-0.4495,0.54315,1
"7,8-Dihydro-l-biopterin",NA,0.6126,0.362,-0.4394,0.4873,1
Fluorouracil,NA,0.6113,0.3623,-0.4158,0.4868,1
Nebivolol,NA,0.6063,0.3634,-0.5386,0.48485,1
Felbamate,NA,0.6043,0.3847,-0.4252,0.49449999999999994,1
Alprostadil,NA,0.6034,0.3592,-0.4519,0.48130000000000006,1
SCHEMBL17497838,NA,0.6011,0.3593,-0.4714,0.48019999999999996,1
Varespladib (LY315920),NA,0.5998,0.4479,-0.4836,0.52385,1
Fenticonazole Nitrate,NA,0.5992,0.3582,-0.4315,0.4787,1
Pramipexole,NA,0.5968,0.4195,-0.3919,0.50815,1
Pilaralisib,NA,0.5962,0.4909,-0.3546,0.54355,1
Nafadotride,NA,0.595,0.3564,-0.3353,0.4757,1
Nisoxetine,NA,0.5946,0.4114,-0.4523,0.503,1
MLS003568140,NA,0.5924,0.4655,-0.4971,0.52895,1
IOWH032,NA,0.5917,0.3506,-0.459,0.47115,1
UNII-U7RWT9J78O,NA,0.5906,0.4182,-0.4113,0.5044,1
L 655240,NA,0.5889,0.3738,-0.4336,0.48135,1
U-0126,NA,0.5877,0.4084,-0.3555,0.49805,1
Hydroflumethiazide,NA,0.5875,0.3384,-0.389,0.46295,1
Labetalol,NA,0.5864,0.3835,-0.4529,0.48495,1
Sertaconazole,NA,0.5839,0.5168,-0.4464,0.55035,1
Nicotin-Amide,NA,0.5835,0.3674,-0.4123,0.47545000000000004,1
Tyrphostin AG 126,NA,0.5814,0.3872,-0.4223,0.4843,1
Cirazoline,NA,0.5812,0.3859,-0.7656,0.48355000000000004,1
Warfarin,NA,0.5811,0.5233,-0.4356,0.5522,1
BX 912,NA,0.5767,0.4234,-0.3403,0.50005,1
Quinapril,NA,0.5765,0.3942,-0.4293,0.48535,1
Piperidolate,NA,0.5764,0.6318,-0.4342,0.6041000000000001,1
Methazolamide,NA,0.5725,0.3285,-0.3374,0.4505,1
BRD-K00248354,NA,0.5709,0.3482,-0.4311,0.45955,1
RG 108,NA,0.5658,0.4515,-0.4129,0.50865,1
Licarbazepine,NA,0.5656,0.3877,-0.4448,0.47665,1
Licochalcone A,NA,0.5652,0.3935,-0.3839,0.47935000000000005,1
FLUDARABINE PHOSPHATE,NA,0.5639,0.398,-0.4972,0.48095,1
Temozolomide,NA,0.5563,0.4207,-0.4193,0.48850000000000005,1
Afuresertib,NA,0.5559,0.3358,-0.4102,0.44584999999999997,1
Zoxazolamine,NA,0.5542,0.3835,-0.3592,0.46885,1
ITRACONAZOLE HYDROCHLORIDE,NA,0.5508,0.3398,-0.5366,0.4453,1
Metformin,NA,0.5485,0.3655,-0.3636,0.45699999999999996,1
Actarit,NA,0.5484,0.3355,-0.6471,0.44195,1
Probucol,NA,0.5458,0.5068,-0.3834,0.5263,1
Methylnorlichexanthone,NA,0.5445,0.408,-0.4108,0.47624999999999995,1
Prostoglandin A1,NA,0.5413,0.5786,-0.3563,0.55995,1
1-(3-Chlorophenyl)-4-hexylpiperazine,NA,0.5406,0.3438,-0.431,0.4422,1
Quetiapine,NA,0.5397,0.4704,-0.4236,0.50505,1
Zonisamide,NA,0.5393,0.345,-0.4122,0.44215,1
Idelalisib,NA,0.5377,0.3736,-0.3386,0.45565,1
Avrainvillamide,NA,0.5376,0.3383,-0.4739,0.43794999999999995,1
Pyridostigmine,NA,0.5363,0.3698,-0.3357,0.45305,1
MK-5172,NA,0.5361,0.3772,-0.3655,0.45665,1
Vitamin B12,NA,0.5342,0.5313,-0.5677,0.5327500000000001,1
N-[4-(1-Benzoylpiperidin-4-yl)butyl]-3-pyridin-3-ylpropanamide,NA,0.5336,0.5111,-0.4599,0.52235,1
AC1MEVG9,NA,0.5296,0.3594,-0.563,0.4445,1
Disulfiram,NA,0.5295,0.4086,-0.3387,0.46904999999999997,1
Scopolamine,NA,0.5264,0.4035,-0.41,0.46495,1
SR57227A,NA,0.5255,0.3985,-0.4265,0.46199999999999997,1
Nepafenac,NA,0.5233,0.3805,-0.5324,0.45189999999999997,1
Vernakalant (Hydrochloride),NA,0.5232,0.326,-0.4464,0.4246,1
Ciprofloxacin,NA,0.5232,0.3321,-0.4244,0.42765,1
Tremorine,NA,0.5221,0.3335,-0.43120000000000003,0.4278,1
GSK-J2,NA,0.5204,0.5453,-0.4861,0.53285,1
RO 04-6790,NA,0.5196,0.4083,-0.4374,0.46395,1
Pinaverium bromide,NA,0.5181,0.3435,-0.4453,0.4308,1
"VX-222 (VCH-222, Lomibuvir)",NA,0.5178,0.3526,-0.5112,0.43520000000000003,1
GR-79236,NA,0.5177,0.4033,-0.4341,0.4605,1
Bromopyruvate,NA,0.5175,0.4426,-0.4909,0.48005,1
Quercetin,NA,0.5174,0.4535,-0.369,0.48545,1
BRD-K40949493,NA,0.5173,0.4056,-0.4397,0.46145,1
ZM 306416,NA,0.5167,0.4384,-0.3232,0.47755000000000003,1
Mecamylamine,NA,0.5155,0.3478,-0.3476,0.43165,1
SPECTRUM_000886,NA,0.5104,0.5384,-0.3453,0.5244,1
AK-778/12434114,NA,0.5098,0.3553,-0.3436,0.43255,1
Perindopril,NA,0.5088,0.337,-0.61240000000000006,0.42290000000000005,1
AMG 232,NA,0.5072,0.3761,-0.4364,0.44165,1
Tipranavir,NA,0.5071,0.4318,-0.4661,0.46945000000000003,1
BCPP000194,NA,0.506,0.3511,-0.4281,0.42855,1
Cilomilast,NA,0.5053,0.4163,-0.4215,0.4608,1
Cytosporone B,NA,0.505,0.411,-0.4516,0.45799999999999996,1
Simvastatin,NA,0.5046,0.5337,-0.3587,0.51915,1
Pantoprazole,NA,0.5044,0.3596,-0.5736,0.43199999999999994,1
TIROFIBAN HYDROCHLORIDE,NA,0.5025,0.3459,-0.5956,0.42419999999999997,1
Seocalcitol,NA,0.5015,0.3387,-0.4415,0.4201,1
Picotamide,NA,0.5004,0.3254,-0.4257,0.4129,1
Nateglinide,NA,0.4991,0.4839,-0.4267,0.4915,1
F-L-Leu,NA,0.4978,0.352,-0.4827,0.4249,1
BRD-K47512679,NA,0.4963,0.3385,-0.4918,0.4174,1
Amineptine,NA,0.4932,0.3495,-0.4273,0.42135,1
CHEBI:82814,NA,0.492,0.4016,-0.4517,0.4468,1
ML7,NA,0.4909,0.3336,-0.4507,0.41225,1
Alectinib,NA,0.4908,0.4256,-0.321,0.4582,1
TIC10,NA,0.4907,0.3502,-0.5365,0.42045,1
Piracetam,NA,0.4901,0.3435,-0.4094,0.4168,1
Laropiprant,NA,0.4891,0.4434,-0.6606,0.46625,1
Cisapride,NA,0.489,0.3605,-0.4507,0.42474999999999996,1
ABT-751,NA,0.4874,0.3239,-0.4186,0.40565,1
MLS003129913,NA,0.4874,0.4316,-0.3579,0.4595,1
PSI-6130,NA,0.4873,0.3307,-0.4137,0.40900000000000003,1
BRD-K00486725,NA,0.4862,0.3627,-0.3356,0.42445,1
AC1NSM0X,NA,0.4826,0.4419,-0.4124,0.46225,1
Luliconazole,NA,0.4821,0.3823,-0.4644,0.4322,1
SPECTRUM_001579,NA,0.4819,0.7296,-0.401,0.60575,1
Nitrendipine,NA,0.4817,0.4562,-0.5233,0.46895,1
Avrainvillamide Analog 5,NA,0.4816,0.3258,-0.3508,0.40369999999999995,1
3R14S-Ochratoxin a,NA,0.4814,0.3659,-0.4576,0.42364999999999997,1
Tolcapone,NA,0.4794,0.3822,-0.516,0.43079999999999996,1
Anacardic acid,NA,0.4779,0.4591,-0.3517,0.4685,1
CID 74180475,NA,0.476,0.3444,-0.8015,0.4102,1
BRD-8899,NA,0.4751,0.4299,-0.4835,0.4525,1
DR 2313,NA,0.475,0.4755,-0.3632,0.47524999999999995,1
Nefopam,NA,0.4744,0.4311,-0.3825,0.45275,1
Diazepam,NA,0.4743,0.3578,-0.6246,0.41605000000000003,1
Dinoprostone,NA,0.4742,0.3515,-0.4319,0.41285,1
BRD-K34351329,NA,0.4708,0.445,-0.4431,0.4579,1
BRD-K35669573,NA,0.4706,0.4265,-0.4257,0.44855,1
BRD-K00144236,NA,0.4694,0.3949,-0.5087,0.43215,1
VX-661,NA,0.4689,0.5504,-0.4216,0.5096499999999999,1
Felbinac,NA,0.4688,0.4179,-0.4704,0.44335,1
127408-30-4,NA,0.4678,0.4588,-0.4589,0.4633,1
GW842166X,NA,0.4675,0.3683,-0.4102,0.41790000000000005,1
EX527,NA,0.4662,0.424,-0.8211,0.4451,1
Securinine,NA,0.4651,0.4415,-0.3427,0.45330000000000004,1
MLS003179196,NA,0.4644,0.3274,-0.35,0.39590000000000003,1
BRD-K01282863,NA,0.4644,0.5028,-0.5577,0.48360000000000003,1
Prazosin,NA,0.4624,0.3968,-0.4136,0.4296,1
Dopamine,NA,0.461,0.3866,-0.3365,0.4238,1
Acetyl-Geranyl-Cysteine,NA,0.4605,0.3428,-0.3294,0.40165,1
Gemifloxacin,NA,0.4599,0.3496,-0.4247,0.40475,1
Nimesulide,NA,0.4581,0.362,-0.4477,0.41005,1
"6-Formylindolo[3,2-b]carbazole",NA,0.4575,0.327,-0.4538,0.39225,1
Quinelorane,NA,0.4555,0.4491,-0.4587,0.45230000000000004,1
Eicosatrienoic acid (20:3 n-3),NA,0.4546,0.3966,-0.4981,0.4256,1
Cymarigenen,NA,0.4544,0.3664,-0.4487,0.4104,1
Ilomastat,NA,0.4537,0.3224,-0.4262,0.38805,1
Etravirine (TMC125),NA,0.4531,0.4579,-0.3573,0.4555,1
Metoclopramide,NA,0.453,0.4429,-0.3962,0.44795,1
Tigecycline,NA,0.4527,0.3577,-0.3507,0.4052,1
ASN 04482516,NA,0.452,0.4394,-0.4609,0.4457,1
Baricitinib,NA,0.4505,0.4353,-0.4998,0.4429,1
Buspirone,NA,0.45,0.4395,-0.466,0.44475,1
PRX-08066 Maleic acid,NA,0.4494,0.3563,-0.4241,0.40285000000000004,1
PH-797804,NA,0.447,0.4346,-0.4485,0.44079999999999997,1
BRD-A77864279,NA,0.4469,0.3739,-0.4176,0.4104,1
CHEMBL2362248,NA,0.4458,0.3278,-0.3307,0.3868,1
BRD-K27239120-001-01-1,NA,0.4453,0.3532,-0.681,0.39925,1
CL-976,NA,0.4451,0.3448,-0.3468,0.39495,1
BRD-K11977286,NA,0.4447,0.3252,-0.5613,0.38495,1
tropisetron,NA,0.4442,0.3831,-0.4656,0.41364999999999996,1
Cefaclor,NA,0.4424,0.3386,-0.4481,0.3905,1
BMN 673,NA,0.4422,0.6474,-0.3234,0.5448,1
VX-809 (Lumacaftor),NA,0.4402,0.3212,-0.3258,0.3807,1
Ifosfamide,NA,0.4395,0.4154,-0.4594,0.42745,1
Etofenamate,NA,0.4386,0.3577,-0.4769,0.39815,1
Cabergoline,NA,0.4384,0.3593,-0.3611,0.39885000000000004,1
SMR000162699,NA,0.4381,0.3909,-0.4176,0.4145,1
Ccmq,NA,0.4378,0.3273,-0.4371,0.38255,1
CLIMBAZOLE,NA,0.437,0.3745,-0.4656,0.40575,1
Cilastatin,NA,0.4367,0.3705,-0.4619,0.40359999999999996,1
TAK-875,NA,0.436,0.4298,-0.4979,0.4329,1
GR 113808,NA,0.4355,0.332,-0.3374,0.38375000000000004,1
MRS-1334,NA,0.435,0.3789,-0.5786,0.40695000000000003,1
Betaxolol,NA,0.4328,0.4621,-0.8113,0.44745,1
BRD-K57073585,NA,0.4323,0.3286,-0.4804,0.38045,1
"(5Z)-5-[1-(4-bromophenyl)ethylidene]-2-pyrrolidin-1-yl-1,3-thiazol-4(5H)-one",NA,0.4321,0.4478,-0.3634,0.43994999999999995,1
Androstenedone,NA,0.4317,0.3742,-0.5535,0.40295,1
Cinoxacin,NA,0.4313,0.3292,-0.4135,0.38025,1
BRD-K00663349,NA,0.4311,0.4806,-0.4619,0.45585,1
"2-[(2,6-Dimethylphenyl)amino]-n,n-diethyl-n-methyl-2-oxoethanaminium",NA,0.4308,0.3892,-0.4477,0.41000000000000003,1
Aminosalicylic acid,NA,0.4308,0.3263,-0.4094,0.37855,1
Diosmin,NA,0.4302,0.6611,-0.4852,0.54565,1
SCHEMBL16980376,NA,0.4299,0.4057,-0.4106,0.4178,1
5-BrdU,NA,0.4298,0.4406,-0.5639,0.43520000000000003,1
Indoprofen,NA,0.4282,0.3309,-0.51,0.37955000000000005,1
Salirasib,NA,0.4275,0.329,-0.5808,0.37825,1
Golvatinib (E7050),NA,0.4274,0.3902,-0.4306,0.4088,1
BRD-K46587586,NA,0.4273,0.4055,-0.5737,0.4164,1
Gaboxadol,NA,0.4257,0.3339,-0.4713,0.3798,1
MK-0812,NA,0.4249,0.3384,-0.5478,0.38165,1
Trimethobenzamide,NA,0.4245,0.3928,-0.5263,0.40864999999999996,1
Broad-Sai-370,NA,0.4243,0.4121,-0.44,0.4182,1
SMR000068650,NA,0.4239,0.472,-0.6238,0.44794999999999996,1
Chlormezanone,NA,0.4218,0.5144,-0.4811,0.46809999999999996,1
Relcovaptan,NA,0.4209,0.4018,-0.4065,0.41135,1
Lypressin,NA,0.4206,0.3968,-0.3632,0.40869999999999995,1
INOSITOL,NA,0.4205,0.3428,-0.4769,0.38165,1
"2-(4,5-Dihydro-1H-imidazol-2-yl)quinoxaline",NA,0.4203,0.3349,-0.4282,0.3776,1
