compound,azt,nib,quine,vir,similarity,meansim,nas
MLS003129913,0.4085,0.3446,0.6387,0.3614,-0.3579,0.4383,0
Fluphenazine,0.4085,0.3973,0.6962,0.6922,-0.3658,0.54855,0
Doramapimod,0.4084,NA,0.6726,0.5828,-0.3411,0.5546,1
BRD-K59024795,0.4083,0.3581,NA,0.4718,-0.5434,0.41273333333333334,1
AC1O9CBL,0.4083,0.3869,0.6363,0.5196,-0.4232,0.48777499999999996,0
KUC103670,0.4079,NA,0.6249,NA,-0.4722,0.5164,2
Estradiol Cypionate,0.4078,0.4693,0.648,0.3512,-0.5965,0.469075,0
Fluperlapine,0.4073,NA,0.5523,0.4621,-0.521,0.4739,1
Pimozide,0.4068,0.4782,0.6078,0.5368,-0.3336,0.5074000000000001,0
BMY-14802,0.406,NA,0.4541,0.3416,-0.4308,0.4005666666666667,1
COT Inhibitor-2,0.4059,NA,0.6394,0.5213,-0.331,0.5222,1
SCHEMBL17497583,0.4051,0.3464,0.6806,0.3465,-0.4369,0.44465,0
TAK-715,0.4049,0.3635,0.6831,0.6005,-0.4107,0.513,0
4-Iodo-6-phenylpyrimidine,0.4043,0.3444,0.6309,0.4391,-0.4998,0.454675,0
SB408124,0.4033,0.3408,NA,0.3627,-0.4248,0.36893333333333334,1
TP14,0.403,NA,0.6982,0.5595,-0.5022,0.5535666666666667,1
Pinacidil,0.4029,NA,0.7353,NA,-0.5332,0.5690999999999999,2
Sitagliptin,0.4028,0.3704,0.634,0.5003,-0.6558,0.476875,0
BRD-K01425431,0.4027,0.3655,0.7576,0.4234,-0.3213,0.4873,0
YM 201636,0.4026,0.4702,0.6759,0.5125,-0.3385,0.5153,0
AKT Inhibitor IV,0.4021,0.4605,0.6438,0.5193,-0.3519,0.506425,0
BRD-K78800374,0.4016,0.3902,NA,NA,-0.3566,0.39590000000000003,2
Entinostat,0.401,0.5423,0.6466,0.8873,-0.3221,0.6193,0
Taranabant,0.401,0.8079,0.6757,0.5759,-0.4437,0.6151249999999999,0
Dihydrexidine,0.401,0.4265,0.5812,0.4833,-0.3238,0.47300000000000003,0
dinoprost,0.4007,NA,NA,0.3937,-0.4543,0.3972,2
BRD-K89994146,0.4003,NA,0.5815,0.4687,-0.4787,0.4835,1
Tranylcypromine,0.4003,NA,0.617,0.5709,-0.4605,0.5294,1
Torsemide,0.4,NA,0.6714,0.4377,-0.4131,0.5030333333333333,1
PF-4136309,0.4,NA,0.4561,0.5692,-0.3816,0.4751,1
Diclofensine (hydrochloride),0.3999,NA,NA,0.4906,-0.3674,0.44525,2
ZINC77024257,0.3998,0.5103,0.6486,0.5667,-0.3241,0.53135,0
SCHEMBL12187882,0.3997,0.393,0.6385,0.46,-0.3216,0.4728,0
MLS001116217,0.3992,0.3804,0.598,0.4467,-0.3387,0.456075,0
BRD-K96640811,0.399,0.379,0.6254,NA,-0.4701,0.4678,1
PSI-6130,0.3987,0.4024,0.551,0.3735,-0.4137,0.4314,0
Glipizide,0.3985,NA,0.7192,0.7606,-0.4136,0.6261,1
CHEMBL2357067,0.3976,NA,NA,0.4607,-0.3772,0.42915000000000003,2
BRD-K57476701,0.3976,NA,0.5689,0.4459,-0.5683,0.4708,1
CID755673,0.3975,0.3831,0.5599,0.4036,-0.3413,0.436025,0
ST030350,0.3974,0.3323,0.5604,NA,-0.4324,0.4300333333333333,1
MLS003448149,0.3971,0.4757,0.5812,0.4641,-0.3414,0.47952500000000003,0
CHEMBL3188944,0.3971,0.3492,0.587,0.4815,-0.4344,0.4537,0
Nicotin-Amide,0.3966,0.5247,0.6482,0.5599,-0.4123,0.53235,0
Siramesine (hydrochloride),0.3965,NA,0.5816,0.4594,-0.322,0.4791666666666667,1
Andarine,0.3965,0.7146,0.6162,0.7207,-0.4311,0.612,0
Tenofovir,0.3964,NA,0.6811,0.5045,-0.4263,0.5273333333333333,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.3961,0.471,0.6509,0.3929,-0.3548,0.477725,0
amcinonide,0.396,0.4842,0.7658,0.561,-0.3477,0.5517500000000001,0
MLS000859112,0.3959,0.3412,0.6981,0.5155,-0.412,0.48767499999999997,0
Rosiglitazone,0.3959,0.3518,0.6829,0.5235,-0.3222,0.488525,0
sn-Glycero-3-phosphocholine,0.3957,NA,0.5658,0.5306,-0.4171,0.4973666666666666,1
Levofloxacin,0.3955,0.5416,0.5749,0.6414,-0.4373,0.53835,0
SPARFLOXACIN,0.395,NA,0.5978,NA,-0.409,0.4964,2
BRD-K38622866,0.395,0.3313,0.5486,0.3536,-0.3698,0.407125,0
BRD-K81810761,0.3941,NA,0.6042,NA,-0.3254,0.49915,2
L 655240,0.3938,NA,0.644,0.3749,-0.4336,0.4709,1
MW-SHH-61,0.3934,0.326,0.7443,0.426,-0.4213,0.472425,0
FLUDARABINE PHOSPHATE,0.3933,0.3553,NA,0.4134,-0.4972,0.3873333333333333,1
"(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one",0.3927,0.3524,0.5899,0.6169,-0.4847,0.487975,0
AT-9283,0.3925,0.5847,0.6925,0.6256,-0.3428,0.573825,0
AC1MDKLV,0.3925,NA,0.5999,NA,-0.4602,0.4962,2
HY-11007,0.3922,0.3468,0.6282,0.5409,-0.3245,0.47702500000000003,0
ETHYLENEDIAMINE TETRACETATE TETRA-ETHANOLAMINE,0.3919,NA,NA,0.555,-0.4597,0.47345000000000004,2
Tasisulam,0.3918,NA,0.6075,0.6725,-0.4099,0.5572666666666667,1
CEFEPIME HYDROCHLORIDE,0.3917,0.618,0.5212,0.603,-0.5773,0.533475,0
"6-(7-Hydroxy-6,7-dihydro-5H-pyrrolo[1,2-c]imidazol-7-yl)-n-methyl-2-naphthamide",0.3916,NA,NA,0.562,-0.5904,0.4768,2
SB-431542,0.3915,NA,0.6597,0.5383,-0.4205,0.5298333333333334,1
Lisinopril,0.3912,NA,0.6315,0.5183,-0.4287,0.5136666666666666,1
SB-366791,0.3906,NA,0.5816,0.5176,-0.5246,0.4966,1
Mifepristone,0.3895,0.5567,0.6157,0.4366,-0.3223,0.499625,0
AVL-292,0.3893,0.4382,0.4601,NA,-0.3358,0.42919999999999997,1
GDC-0152,0.3892,0.3452,0.5833,0.6324,-0.3289,0.487525,0
Remacemide,0.3886,NA,0.7301,0.4154,-0.4272,0.5113666666666666,1
BRD-K47342144-019-01-3,0.3886,NA,0.5796,NA,-0.6438,0.4841,2
Crizotinib,0.3885,0.4748,0.6894,0.6642,-0.3215,0.554225,0
Carbamazepine,0.3885,0.4293,0.6594,0.4925,-0.3693,0.492425,0
SMR000304369,0.3884,NA,0.575,0.4846,-0.4561,0.48266666666666663,1
AC1NSZCT,0.3882,0.4411,0.661,0.6231,-0.3553,0.52835,0
BRD-K63476888,0.388,NA,0.5905,NA,-0.668,0.48925,2
Butoconazole,0.3879,0.3645,0.5987,NA,-0.3289,0.4503666666666667,1
Etravirine (TMC125),0.3878,0.4286,0.4298,0.6122,-0.3573,0.4646,0
Cytosporone B,0.3874,NA,0.6567,0.4398,-0.4516,0.4946333333333333,1
MLS003130365,0.3866,NA,0.5951,0.3801,-0.5123,0.4539333333333333,1
BRD-K78014537,0.3865,NA,0.5435,0.4302,-0.4334,0.4534,1
BRD-K00144236,0.3865,NA,NA,0.5137,-0.5087,0.45010000000000006,2
BRD-K75813018,0.3862,0.3813,0.6613,0.4082,-0.4272,0.45925,0
Teniposide,0.3861,0.577,0.655,0.5088,-0.323,0.531725,0
Neostigmine,0.3857,NA,0.6472,0.5847,-0.5729,0.5392,1
Sulpiride,0.3857,0.3668,0.6096,0.3701,-0.5702,0.43305,0
Bendroflumethiazide,0.3857,0.5415,0.5947,0.3844,-0.3815,0.47657499999999997,0
Nebivolol,0.3855,0.8072,0.441,0.5227,-0.5386,0.5391,0
Tadalafil,0.3855,NA,0.6203,0.5044,-0.4426,0.5034,1
SCHEMBL13991002,0.3853,NA,0.7171,0.4029,-0.4195,0.5017666666666667,1
Navitoclax,0.3852,0.4137,0.6935,0.5151,-0.4273,0.501875,0
HMN-214,0.3844,0.5897,0.8307,0.7775,-0.4346,0.645575,0
QS-11,0.3843,0.6,0.5658,0.6718,-0.3393,0.5554749999999999,0
Guanadrel,0.3843,0.4047,0.5397,0.8676,-0.4288,0.549075,0
AC1N08ZR,0.384,NA,0.5846,0.4718,-0.3852,0.48013333333333336,1
3-[(3-Hydroxy-2-phenylpropanoyl)oxy]-8-methyl-8-(propan-2-yl)-8-azoniabicyclo[3.2.1]octane,0.3836,NA,0.617,NA,-0.4239,0.5003,2
BRD-K90163207,0.383,0.4202,0.5908,NA,-0.4111,0.4646666666666667,1
Ethylbeta-carboline-3-carboxylate,0.3829,0.3366,0.7388,NA,-0.4499,0.48610000000000003,1
"5,6-Dichlorobenzimidazole riboside",0.3827,NA,0.7365,0.4123,-0.5186,0.5105,1
TAK-242,0.3826,0.3815,0.8062,0.8331,-0.4406,0.60085,0
Chloromycetny,0.3823,NA,0.6989,0.4378,-0.4537,0.5063333333333333,1
Arglabin,0.3812,0.4736,0.3958,0.5811,-0.4606,0.45792499999999997,0
Ledipasvir,0.3811,0.6523,0.5035,0.6571,-0.4419,0.5485,0
EX527,0.3805,NA,0.5438,0.4872,-0.8211,0.4705,1
Terazosin,0.3804,NA,0.5491,NA,-0.4296,0.46475,2
Amonafide,0.3804,0.6031,NA,0.4828,-0.3339,0.4887666666666667,1
Acipimox,0.3799,NA,0.4523,0.4706,-0.4871,0.4342666666666667,1
Tolazamide,0.3798,0.3242,0.7753,0.525,-0.4249,0.501075,0
Anacetrapib (MK-0859),0.3798,0.367,NA,0.6039,-0.4483,0.4502333333333333,1
Inolitazone (dihydrochloride),0.3797,0.3582,0.6088,0.5748,-0.4287,0.480375,0
Doxazosin,0.3794,0.3527,0.5887,0.5832,-0.4393,0.47600000000000003,0
BRD-A98888159,0.3793,0.3653,0.5522,0.3816,-0.5279,0.41960000000000003,0
Isosorbide Mononitrate,0.3789,NA,0.6143,NA,-0.4522,0.4966,2
Hemado,0.3788,NA,0.6492,NA,-0.4106,0.514,2
SCHEMBL618594,0.3784,0.3755,0.6956,0.7315,-0.3226,0.54525,0
PENICILLIN V POTASSIUM,0.3784,0.4686,0.4883,0.5042,-0.339,0.45987500000000003,0
Buddleoflavonoloside,0.3783,0.3268,0.5417,0.3389,-0.4405,0.39642499999999997,0
BG-51,0.3781,0.4168,0.6773,0.4959,-0.3399,0.492025,0
AB00540133,0.378,NA,0.4973,0.4505,-0.5445,0.44193333333333334,1
CHEMBL1706858,0.3776,0.611,NA,0.3865,-0.332,0.45836666666666664,1
Trimethobenzamide,0.3775,NA,0.7,0.8114,-0.5263,0.6296333333333333,1
BRD-A35207501,0.3775,NA,0.5531,0.56,-0.6355,0.4968666666666667,1
Amitriptyline,0.3772,0.3949,0.6936,0.5194,-0.4316,0.49627499999999997,0
CAY10578,0.3766,NA,0.5431,0.3407,-0.6187,0.42013333333333336,1
SR-2640,0.3766,0.4771,0.5876,0.483,-0.4289,0.48107500000000003,0
Htfmt,0.3763,NA,0.6455,0.4505,-0.3779,0.4907666666666667,1
Alectinib,0.3756,0.4717,0.6843,0.6024,-0.321,0.5335,0
ACRIVASTINE,0.3751,NA,NA,0.3703,-0.4998,0.37270000000000003,2
SMR000651449,0.3746,0.3429,0.7007,0.4123,-0.4118,0.457625,0
Veratridine,0.3745,NA,NA,0.3456,-0.5832,0.36005,2
Lopinavir,0.3741,0.4363,0.6033,0.8175,-0.4758,0.5578,0
Vandetanib,0.3737,0.3712,0.708,0.5958,-0.3338,0.5121749999999999,0
VE-821,0.3737,0.4385,0.6439,0.4935,-0.4962,0.4874,0
Dicloxacillin,0.3736,NA,0.67,0.7093,-0.3368,0.5843,1
BAS 08302902,0.3735,0.3868,0.6581,0.3946,-0.4556,0.45325,0
BRD-K74206117,0.3734,NA,0.5832,NA,-0.4481,0.47830000000000006,2
CHEMBL2357745,0.3732,0.4311,0.7325,0.3369,-0.409,0.468425,0
Vernakalant (Hydrochloride),0.3727,NA,0.4307,0.4543,-0.4464,0.41923333333333335,1
BRD-K88278225,0.3727,NA,0.6307,NA,-0.5612,0.5017,2
Thenoyl Trifluoroacetone,0.3726,NA,NA,0.5308,-0.367,0.4517,2
BRD-K00816165,0.3726,NA,0.5528,0.5142,-0.5646,0.47986666666666666,1
15D-PGJ2,0.3722,0.3708,0.7584,0.4466,-0.3524,0.487,0
6-fluoro-3-hydroxypyrazine-2-carboxamide,0.3722,0.3467,0.5393,0.7111,-0.5027,0.492325,0
Moxifloxacin,0.3718,0.3374,0.5582,0.6365,-0.4178,0.475975,0
Bumetanide,0.3714,NA,0.7238,0.5525,-0.5482,0.5492333333333334,1
ZINC01069258,0.3712,NA,NA,0.3529,-0.4527,0.36205,2
BRD-K44916273,0.3711,NA,0.5961,NA,-0.5909,0.4836,2
Ambroxol,0.371,NA,0.585,0.4749,-0.3471,0.47696666666666665,1
SPECTRUM1505167,0.3707,NA,0.7227,0.3654,-0.4325,0.4862666666666667,1
Pomalidomide,0.3704,0.6073,NA,0.7632,-0.4516,0.5803,1
SPECTRUM_001048,0.3703,0.4633,0.6175,0.8466,-0.3274,0.574425,0
SA-424534,0.3701,NA,0.3872,0.6159,-0.4991,0.4577333333333333,1
BRD-K23488072,0.3699,NA,0.5697,NA,-0.5085,0.4698,2
apigenin,0.3697,0.525,0.5782,0.6139,-0.3244,0.5217,0
BRD-K42357106,0.3691,NA,0.4883,NA,-0.3463,0.42869999999999997,2
BRD-K01335708,0.3688,0.4227,0.6445,NA,-0.4108,0.4786666666666667,1
ZINC68199948,0.3688,NA,0.7699,0.4012,-0.4281,0.5133,1
BRD-K76915833,0.3688,NA,0.5942,0.5364,-0.5289,0.49979999999999997,1
Metolazone,0.3685,NA,0.476,0.5921,-0.5001,0.47886666666666666,1
BRD-K28377013,0.3683,0.4324,0.6296,0.3873,-0.5839,0.4544,0
Odanacatib (MK-0822),0.3681,NA,NA,0.3523,-0.4175,0.36019999999999996,2
AZELAIC ACID,0.368,NA,0.4676,0.3482,-0.4904,0.3946,1
N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,0.3677,NA,0.6459,0.5667,-0.5995,0.5267666666666667,1
N-[(1-Ethylpyrrolidin-3-yl)methyl]-2-methoxy-5-sulfamoylbenzamide,0.3677,NA,0.6459,0.5667,-0.5995,0.5267666666666667,1
MLS002264411,0.3677,NA,0.5474,NA,-0.4778,0.45755,2
Midodrine,0.3674,NA,0.6172,0.4473,-0.4822,0.4773,1
Perindopril,0.3674,0.5225,0.6286,0.5447,-0.61240000000000006,0.5158,0
Arachidonamide,0.3673,NA,0.6719,0.4732,-0.4369,0.5041333333333333,1
BRD-K24621485,0.3673,NA,0.6344,NA,-0.4128,0.50085,2
CHEMBL2361061,0.3671,NA,0.5778,0.3735,-0.4206,0.43946666666666667,1
"THR1 Inhibitor, 2",0.367,0.3468,0.7023,0.488,-0.4291,0.47602500000000003,0
(-)-Tramadol,0.3665,NA,0.5423,0.5339,-0.5371,0.4809,1
SRT-1720,0.3664,NA,0.6894,NA,-0.4603,0.5279,2
Pyroxamide,0.3663,NA,0.575,0.3747,-0.6746,0.43866666666666665,1
TCMDC-125843,0.3663,NA,0.5796,NA,-0.4538,0.47295,2
CHEMBL2136735,0.3658,0.3413,0.7646,0.598,-0.4204,0.517425,0
ACON1_002097,0.3655,NA,0.5632,NA,-0.5074,0.46435000000000004,2
BRD-K67794838,0.3654,NA,NA,0.4477,-0.6862,0.40654999999999997,2
Boldine,0.3651,NA,NA,0.4941,-0.4336,0.4296,2
SCHEMBL10026606,0.3651,NA,0.6278,0.4822,-0.435,0.4917,1
Danusertib,0.365,0.5465,0.6004,0.4346,-0.324,0.486625,0
PK04_130213,0.365,0.3496,0.5917,NA,-0.4245,0.43543333333333334,1
BRD-K85413794,0.3649,NA,0.611,NA,-0.4119,0.48795,2
MLS000332706,0.3649,0.3311,NA,0.3683,-0.4221,0.3547666666666667,1
Quinine,0.3648,NA,0.5634,0.7475,-0.5211,0.5585666666666667,1
"(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate",0.3648,0.4203,0.6306,0.5579,-0.3289,0.4934,0
Avagacestat (BMS-708163),0.3646,NA,0.6016,0.4558,-0.4226,0.474,1
FG7142,0.3644,NA,0.5633,NA,-0.4101,0.46385,2
Gemfibrozil,0.3642,0.3788,0.592,0.551,-0.4646,0.47150000000000003,0
Phenyl Biguanide,0.364,NA,0.6956,NA,-0.4094,0.5298,2
AC1NWAPU,0.364,NA,0.6152,0.3847,-0.3239,0.45463333333333333,1
SPECTRUM_001522,0.3639,0.5767,0.6212,0.685,-0.4406,0.5617,0
Cnqx,0.3635,NA,0.4108,0.5113,-0.5014,0.4285333333333333,1
Estrone,0.3633,NA,0.5581,0.6758,-0.4271,0.5324,1
AC1MEEHF,0.3632,0.4702,0.5927,0.4175,-0.3375,0.4609,0
BRD-K75633187,0.3629,NA,0.6414,0.3512,-0.4064,0.4518333333333333,1
Retigabine,0.3628,NA,NA,0.4621,-0.4511,0.41245,2
BRD-K07569193,0.3625,NA,0.6951,0.4105,-0.3328,0.48936666666666667,1
AC1NSM0X,0.3624,NA,NA,0.8738,-0.4124,0.6181,2
fluocinolone-acetonide,0.3623,0.3288,0.3878,0.7095,-0.421,0.4471,0
CHEMBL1992500,0.3622,NA,0.6694,NA,-0.4096,0.5158,2
Rolipram,0.3621,0.5154,0.5831,0.4282,-0.4357,0.47219999999999995,0
Risperidone,0.3619,NA,0.6998,0.544,-0.4841,0.5352333333333333,1
PD-160170,0.3619,0.3429,0.6144,0.3899,-0.4285,0.42727499999999996,0
Arctigenin,0.3617,NA,0.488,0.5569,-0.3296,0.46886666666666665,1
Deferiprone,0.3616,NA,0.4177,0.6084,-0.4457,0.4625666666666667,1
ST50840204,0.3616,0.4889,0.52,NA,-0.421,0.4568333333333333,1
Diazepam,0.3614,NA,0.6532,0.6078,-0.6246,0.5408,1
Rilmenidine,0.3613,NA,0.5523,0.7624,-0.4221,0.5586666666666666,1
SCHEMBL10583556,0.3612,NA,0.6187,0.458,-0.4645,0.4793,1
SMR000220152,0.3612,0.4191,0.6731,NA,-0.4368,0.48446666666666666,1
Tandutinib,0.36,NA,0.6388,0.4547,-0.4956,0.4845,1
Zardaverine,0.3599,0.3579,0.7012,0.3414,-0.3299,0.4401,0
SCHEMBL17857056,0.3598,0.3591,0.6147,0.4775,-0.35,0.452775,0
Balaglitazone,0.3597,0.3218,NA,0.5902,-0.4639,0.4239,1
BCL-2 Inhibitor,0.3596,0.4104,0.6295,0.55,-0.3973,0.487375,0
Moxonidine,0.3595,0.4635,0.6798,0.6282,-0.3261,0.53275,0
APIXABAN,0.3595,NA,0.4007,0.6023,-0.7545,0.45416666666666666,1
Quetiapine,0.3595,0.3267,0.6844,0.6286,-0.4236,0.4998,0
Semaxanib,0.3591,0.7726,0.5947,0.6455,-0.5034,0.592975,0
Roquinimex,0.3591,0.3543,0.6924,0.8405,-0.3796,0.561575,0
SA-424763,0.3591,NA,0.6153,NA,-0.5434,0.48719999999999997,2
852475-26-4,0.3588,NA,0.7702,0.4479,-0.4136,0.5256333333333334,1
BRD-K45843042,0.3588,NA,0.3821,0.5125,-0.5113,0.4178,1
Ampalex,0.3586,0.4225,0.5941,0.404,-0.42,0.4448,0
Zonisamide,0.3584,NA,0.6187,0.5561,-0.4122,0.5110666666666667,1
196868-63-0,0.3584,0.442,0.5639,0.396,-0.4222,0.440075,0
SCHEMBL3363896,0.3583,NA,0.578,0.5073,-0.4702,0.48119999999999996,1
BRD-K31310964,0.3582,0.4253,0.5456,NA,-0.4821,0.44303333333333333,1
ML131,0.3581,NA,0.5772,NA,-0.6094,0.46765,2
"3-(6-Nitro-1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)propanoic acid",0.3578,0.3746,0.7888,NA,-0.4315,0.5070666666666667,1
Broad-Sai-296,0.3578,0.3245,0.679,0.6033,-0.5162,0.49115,0
Olanzapine,0.3577,NA,0.6589,0.3439,-0.5987,0.4535,1
"2-(2,5-Dimethoxyphenylcarbamoyl)phenyl acetate",0.3576,0.3231,0.5378,0.3575,-0.4541,0.39399999999999996,0
Niacin,0.3573,NA,0.7211,0.3544,-0.4634,0.47759999999999997,1
IOX2,0.3565,NA,0.6746,0.4125,-0.4207,0.48119999999999996,1
Tyrphostin AG-112,0.3564,NA,0.7251,0.5672,-0.508,0.5495666666666666,1
Darinaparsin,0.3563,NA,0.6704,0.5568,-0.4232,0.5278333333333334,1
IN1541,0.3563,NA,0.5908,0.7546,-0.5747,0.5672333333333334,1
MLS002548992,0.3562,NA,NA,0.4158,-0.4963,0.386,2
BRD-K44635753,0.3562,NA,0.4635,0.3911,-0.5163,0.4036,1
Seocalcitol,0.3561,0.4971,0.4143,0.4465,-0.4415,0.4285,0
KM04501,0.356,0.4645,0.539,0.5329,-0.6341,0.4731,0
Raclopride,0.356,NA,0.6128,0.6218,-0.7535,0.5302,1
Raltegravir,0.3557,NA,NA,0.3372,-0.5425,0.34645000000000004,2
4-(4-Methoxyphenoxy)-2-(4-propoxyphenyl)quinazoline,0.3557,NA,0.5973,NA,-0.4566,0.47650000000000003,2
Warfarin,0.3555,0.5185,0.5961,0.8471,-0.4356,0.5792999999999999,0
Oxalomalicacid,0.3555,NA,0.6582,NA,-0.4958,0.50685,2
AC1Q3NSV,0.3553,0.3862,NA,NA,-0.647,0.37075,2
Sildenafil,0.3551,0.4753,0.657,0.517,-0.4177,0.5011,0
Binospirone,0.3549,NA,NA,0.5289,-0.4176,0.4419,2
LY451395,0.3543,0.372,0.6411,0.3441,-0.3899,0.427875,0
CI-218872,0.3541,NA,0.6723,0.8554,-0.3465,0.6272666666666666,1
Acamprosate,0.3541,NA,0.6442,NA,-0.5436,0.49915,2
BRD-K00715257,0.354,NA,NA,0.4184,-0.4249,0.3862,2
BRD-K20827972,0.3539,0.3482,NA,0.4887,-0.5778,0.39693333333333336,1
Lomefloxacin,0.3538,NA,0.6174,NA,-0.4681,0.4856,2
Dextrorphan,0.3535,NA,0.5772,0.4896,-0.409,0.4734333333333333,1
BRD-K51810646,0.3535,NA,0.587,0.5178,-0.5759,0.4861,1
"2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide",0.3533,NA,0.597,0.351,-0.3497,0.43376666666666663,1
BRD-K53980138,0.3533,NA,0.6697,0.3784,-0.3402,0.46713333333333334,1
Lofexidine,0.3532,0.4551,0.4697,0.4918,-0.3264,0.44245,0
Pentamidine,0.3532,0.3925,0.5473,0.8216,-0.3493,0.5286500000000001,0
RASAGILINE,0.353,NA,0.5552,0.8539,-0.4636,0.5873666666666667,1
2-(Biphenyl-4-ylsulfonamido)pentanedioic acid,0.3529,NA,NA,0.4095,-0.5706,0.3812,2
SDZ-205-557,0.3527,NA,0.6874,0.3636,-0.521,0.4679,1
BRD-K74868206,0.3526,NA,0.658,0.4236,-0.6201,0.4780666666666667,1
Famciclovir,0.3526,NA,0.5853,0.6243,-0.4224,0.5207333333333334,1
CHEMBL2141840,0.3525,0.3378,0.666,0.4666,-0.3806,0.455725,0
GANT58,0.3523,NA,0.5198,0.5122,-0.4128,0.46143333333333336,1
ST078797,0.3523,NA,0.4236,NA,-0.4208,0.38795,2
CHEMBL2203528,0.3523,0.3295,0.6572,0.5358,-0.4132,0.4687,0
BRD-K39211770,0.352,NA,NA,0.5401,-0.7559,0.44605,2
BRD-K07921357,0.352,NA,0.5491,0.4013,-0.4502,0.4341333333333333,1
Prazosin,0.3517,0.3569,0.3871,NA,-0.4136,0.36523333333333335,1
Dihydrosphingosine,0.3517,NA,0.5573,NA,-0.4364,0.4545,2
844499-71-4,0.3515,NA,0.6367,0.4198,-0.3495,0.4693333333333333,1
Xaliproden,0.3515,NA,0.6453,0.4499,-0.4147,0.48223333333333335,1
Ketotifen,0.3514,0.3574,0.6963,0.6531,-0.3261,0.5145500000000001,0
Nisoxetine,0.3511,NA,0.716,0.5489,-0.4523,0.5386666666666666,1
Broad-Sai-424,0.351,0.3989,0.4659,0.7191,-0.439,0.48372499999999996,0
STOCK1N-09285,0.351,0.334,0.6745,0.4075,-0.5436,0.44175,0
SA-89735,0.3509,NA,0.5705,NA,-0.5651,0.4607,2
BRD-K27986637,0.3509,NA,0.6249,NA,-0.3347,0.4879,2
CHEMBL2356693,0.3505,0.3543,0.5724,NA,-0.4896,0.42573333333333335,1
BRD-K28080909,0.3502,NA,0.5496,NA,-0.4792,0.44989999999999997,2
chlormadinone-acetate,0.3502,0.4361,0.5722,0.3412,-0.6496,0.424925,0
BRD-K00541818,0.3501,0.3854,0.5461,0.5334,-0.3328,0.45375,0
Carvedilol,0.3501,0.4444,0.6831,NA,-0.3262,0.4925333333333334,1
Diphenylpyraline,0.3501,0.3406,0.5908,0.6078,-0.5741,0.472325,0
Cilengitide,0.3497,0.4315,NA,0.5733,-0.3439,0.4515,1
6-Aminoindazole,0.3496,NA,0.5514,0.4862,-0.6305,0.46240000000000003,1
BRD-K22846014,0.3495,0.356,NA,0.3817,-0.4621,0.3624,1
[4-(Cyclohexylsulfamoyl)-2-methylphenoxy]acetic acid,0.3493,0.3232,0.6335,NA,-0.4993,0.4353333333333333,1
5-(6-Aminopurin-9-yl)-2-methyltetrahydrofuran-3-ol,0.3491,NA,0.6562,0.5689,-0.328,0.5247333333333333,1
Ifenprodil,0.3487,NA,0.7134,0.5395,-0.4841,0.5338666666666667,1
BRD-K85528826,0.3486,0.3536,NA,NA,-0.4223,0.3511,2
PRL-3InhibitorI,0.3486,0.3589,0.6477,0.5961,-0.5627,0.487825,0
Triamcinolone Diacetate,0.3476,0.3334,0.4685,NA,-0.3228,0.38316666666666666,1
ASC-J9,0.3475,0.4671,0.4962,NA,-0.3252,0.43693333333333334,1
BRD-K23103632,0.3474,0.3456,NA,NA,-0.3529,0.34650000000000003,2
GW-0742,0.3474,NA,NA,0.4344,-0.4896,0.3909,2
DUP-697,0.3473,NA,0.627,0.456,-0.5182,0.47676666666666667,1
CBKINASE1_008949,0.3473,NA,0.5581,0.3948,-0.4222,0.4334,1
MLS001065910,0.3472,NA,0.5744,0.4623,-0.4499,0.4613,1
Clofibrate,0.3471,NA,0.5618,0.4238,-0.4955,0.4442333333333333,1
GW7647,0.3471,NA,0.6437,0.6491,-0.508,0.5466333333333333,1
Bardoxolone Methyl,0.3467,0.3917,0.5407,0.6017,-0.458,0.4702,0
Probucol,0.3461,NA,0.73,0.4728,-0.3834,0.5163,1
CHEMBL2355513,0.3461,0.4936,NA,0.4074,-0.409,0.4157,1
SUGA1_016055,0.3456,NA,0.6,NA,-0.4762,0.4728,2
BRD-K57678861,0.3456,NA,0.7018,0.3948,-0.4971,0.48073333333333335,1
BRD-A83706824,0.3451,NA,0.5535,0.6489,-0.5009,0.5158333333333334,1
Clomipramine,0.3446,0.3392,0.6446,0.4837,-0.3716,0.453025,0
BIO2_000792,0.3444,0.3589,0.6702,0.5431,-0.4283,0.47915,0
Phenoxybenzamine,0.3442,0.3335,0.6489,0.3725,-0.4265,0.424775,0
ZINC00158302,0.3441,NA,NA,0.4571,-0.4846,0.4006,2
Rigosertib,0.344,0.5403,0.7254,0.5261,-0.4212,0.53395,0
CHEMBL2131904,0.3439,NA,0.6828,NA,-0.4286,0.51335,2
BRD-K63947990,0.3438,NA,0.5642,NA,-0.5271,0.454,2
BRD-K30393343,0.3437,NA,0.7217,0.4853,-0.411,0.5169,1
