compound,los,nib,quine,vir,similarity,meansim,nas
RO 08-2750,0.5375,NA,NA,0.4574,-0.3542,0.49744999999999995,2
PH-797804,0.5375,NA,0.523,0.4362,-0.4485,0.4989,1
Linifanib,0.5372,0.4047,0.4349,0.3596,-0.3596,0.4341,0
MLS-0004183.0001,0.5361,NA,0.4215,0.4083,-0.4961,0.4553,1
Diosmin,0.5361,NA,0.6339,0.3583,-0.4852,0.5094333333333334,1
"5,6-Dichlorobenzimidazole riboside",0.5359,NA,0.5379,0.3508,-0.5186,0.4748666666666667,1
MLS002473453,0.5358,NA,NA,0.4272,-0.4602,0.48150000000000004,2
Targinine,0.5356,NA,0.4706,0.4058,-0.4249,0.4706666666666667,1
Pimobendan,0.5355,NA,0.5828,0.5533,-0.442,0.5572,1
Tetradecylthioacetic acid,0.5351,NA,0.5244,0.4002,-0.4645,0.48656666666666665,1
Butaclamol (+),0.5344,0.4405,0.4528,NA,-0.687,0.4759,1
H7,0.5338,NA,0.4471,0.3474,-0.485,0.4427666666666667,1
Gly-Gly-Palo,0.5334,NA,NA,0.4493,-0.3308,0.49134999999999995,2
PS-1145,0.5326,NA,0.447,0.3236,-0.3216,0.4344,1
Tebipenem Pivoxil,0.5325,NA,0.4859,0.7935,-0.4148,0.6039666666666667,1
PCL2_000157,0.5323,NA,0.4226,NA,-0.4562,0.47745,2
CHEMBL436817,0.532,0.3229,0.4685,0.444,-0.4267,0.44185,0
BMN 673,0.5319,NA,0.5675,0.4559,-0.3234,0.5184333333333333,1
Odanacatib (MK-0822),0.5317,NA,0.4729,NA,-0.4175,0.5023,2
Birinapant,0.5313,0.3372,0.4361,0.4823,-0.5811,0.446725,0
BRD-K69040870-001-01-4,0.5309,NA,0.3995,NA,-0.4772,0.46520000000000006,2
Oxalomalicacid,0.5305,NA,0.4283,0.3937,-0.4958,0.4508333333333333,1
Lidoflazine,0.5298,0.5868,NA,0.3988,-0.3449,0.5051333333333333,1
Acetazolamide,0.5287,0.3714,0.38,0.6138,-0.6201,0.473475,0
triptolide,0.5286,NA,0.4526,0.5238,-0.3434,0.5016666666666667,1
fluocinolone-acetonide,0.5283,0.4498,0.3885,0.3749,-0.421,0.435375,0
CX-5461,0.5277,0.3896,0.44,0.3878,-0.3668,0.43627499999999997,0
BRD-K68338581-019-01-5,0.5273,NA,NA,0.326,-0.3376,0.42665,2
Ledipasvir,0.527,NA,NA,0.4231,-0.4419,0.47505,2
CHEMBL1222381,0.5263,0.4178,0.7882,0.4774,-0.4095,0.5524249999999999,0
Indoprofen,0.5263,NA,0.406,NA,-0.51,0.46615,2
SMR000076922,0.5252,NA,0.4056,NA,-0.4401,0.46540000000000004,2
Diethylstilbestrol,0.5249,NA,0.4333,0.4375,-0.4677,0.46523333333333333,1
MLS001065875,0.5249,NA,0.4903,0.3675,-0.4567,0.46090000000000003,1
ZM323881,0.5249,NA,0.3765,0.3609,-0.4212,0.4207666666666667,1
Galeterone,0.5249,0.4917,0.4449,0.3752,-0.716,0.459175,0
CEPHARANTHINE,0.5241,0.5841,0.5447,0.518,-0.4555,0.542725,0
SCHEMBL17497408,0.5233,0.4494,NA,NA,-0.43120000000000003,0.48635,2
Oglemilast,0.5231,NA,0.6539,0.4789,-0.4537,0.5519666666666667,1
Elvitegravir,0.5221,NA,0.5631,0.536,-0.7113,0.5404,1
FK888,0.5219,0.5017,0.5937,0.5869,-0.5201,0.55105,0
Apatinib Hydrochloride,0.5209,0.458,0.4239,0.4099,-0.3252,0.453175,0
Blonanserin (Lonasen),0.5204,NA,0.3484,NA,-0.4289,0.4344,2
SB 200646,0.5203,NA,NA,0.4022,-0.5893,0.46125,2
Hnha,0.5194,NA,0.408,0.3215,-0.3713,0.4163,1
BRD-K71714567,0.5193,NA,0.436,0.3392,-0.4222,0.4315,1
ST50982848,0.5185,NA,0.4881,NA,-0.5058,0.5033,2
Nelarabine,0.5178,NA,0.3654,0.3637,-0.3913,0.41563333333333335,1
Nimodipine,0.5176,NA,0.5144,0.3995,-0.4127,0.47716666666666663,1
Procaterol,0.5175,NA,0.3893,NA,-0.3674,0.45339999999999997,2
SECINH3,0.5168,NA,0.3649,0.3343,-0.4354,0.4053333333333333,1
DMXAA (Vadimezan),0.5165,0.347,NA,NA,-0.6849,0.43174999999999997,2
Medetomidine,0.5165,0.3328,0.5063,0.4327,-0.5305,0.447075,0
BRD-K23844489,0.516,0.5414,NA,NA,-0.8199,0.5287,2
Betamethasone,0.5159,NA,0.3939,NA,-0.4229,0.45489999999999997,2
PF477736,0.5158,0.3332,0.4331,0.436,-0.3389,0.429525,0
Nandrolone,0.5145,0.431,0.5223,0.3793,-0.3815,0.461775,0
MLS000048987,0.514,NA,0.4222,NA,-0.3324,0.4681,2
Niacin,0.5132,NA,0.545,NA,-0.4634,0.5291,2
BRD-K31562577,0.513,NA,NA,0.5081,-0.411,0.5105500000000001,2
Ganaxolone,0.513,NA,0.4257,0.4468,-0.4459,0.4618333333333333,1
Estradiol Cypionate,0.5128,0.3294,0.4856,0.4381,-0.5965,0.441475,0
BRD-K63828515,0.5126,0.3408,NA,NA,-0.4189,0.42669999999999997,2
Caffeine,0.512,NA,0.4801,NA,-0.3618,0.49605,2
DOCETAXEL,0.5119,0.4016,NA,0.404,-0.4324,0.4391666666666667,1
BRD-K70052069,0.5118,NA,0.537,NA,-0.3522,0.5244,2
Minaprine,0.5111,NA,0.4523,NA,-0.4653,0.4817,2
Lovastatin,0.5108,0.4598,0.5091,0.393,-0.3275,0.468175,0
Hesperidin,0.5108,NA,0.6913,0.52,-0.6192,0.5740333333333334,1
RX821002,0.5102,NA,0.3941,NA,-0.4186,0.45215,2
BRD-A62647958,0.5097,0.4047,NA,NA,-0.4767,0.45720000000000005,2
ABT-751,0.5094,0.4309,NA,NA,-0.4186,0.47014999999999996,2
Dilazep,0.5091,0.6455,0.4408,0.3877,-0.3293,0.49577499999999997,0
BRD-K21528100,0.5088,NA,0.4905,NA,-0.6752,0.49965000000000004,2
BRD-K11359987,0.5087,NA,0.4245,NA,-0.5242,0.4666,2
XL-147,0.5074,NA,0.6382,0.4045,-0.4464,0.5166999999999999,1
"9-[3-(3,5-Dimethylpiperazin-1-yl)propyl]-9H-carbazole",0.5053,0.6022,0.3631,NA,-0.3624,0.49019999999999997,1
Linopirdine,0.5049,NA,0.5127,0.4929,-0.4204,0.5035000000000001,1
Imatinib,0.5043,0.583,0.5535,0.6042,-0.3588,0.56125,0
"N-[2-Chloro-5-(trifluoromethyl)phenyl]-5-(pyridin-4-yl)-1,3,4-thiadiazol-2-amine",0.5026,NA,0.3817,NA,-0.4366,0.44215000000000004,2
Ciprofibrate,0.5021,NA,0.4204,0.3514,-0.3555,0.4246333333333333,1
Lisofylline,0.5018,0.3419,NA,0.4684,-0.4128,0.4373666666666667,1
BRD-K26684619,0.5009,NA,NA,0.3326,-0.4239,0.41675,2
VU0415010,0.5002,NA,0.6197,0.367,-0.4477,0.4956333333333333,1
AC1Q5RFA,0.4998,0.4246,NA,0.4227,-0.4462,0.44903333333333334,1
Streptozotocin,0.4993,NA,0.3955,0.3717,-0.4344,0.4221666666666667,1
BRD-K16227029,0.4993,NA,0.4003,NA,-0.4243,0.4498,2
Bepotastine Besilate,0.499,NA,0.4535,0.3385,-0.4416,0.43033333333333335,1
TG100-115,0.4985,NA,0.3797,NA,-0.3363,0.4391,2
BRD-K06574200,0.4983,NA,0.4254,0.3694,-0.4986,0.4310333333333333,1
Pomalidomide,0.4979,0.5217,0.3877,0.3231,-0.4516,0.4326,0
XMD-16144,0.4977,0.5029,0.571,0.3286,-0.3282,0.47505,0
Epibatidine,0.4973,NA,0.4728,0.3884,-0.4934,0.45283333333333337,1
16Beta-hydroxydisitoxigenin,0.4971,NA,0.4935,0.3834,-0.3285,0.458,1
CAY10618,0.4971,0.4642,0.4503,0.4041,-0.3581,0.453925,0
SCHEMBL14177979,0.497,0.3274,0.3973,0.5317,-0.477,0.43835,0
AMG 837 (calcium hydrate),0.4967,NA,NA,0.355,-0.4556,0.42584999999999995,2
SCHEMBL4098081,0.4967,NA,0.5564,NA,-0.5117,0.52655,2
BRD-K65971331,0.4962,NA,NA,0.332,-0.3298,0.4141,2
AC1MEEHF,0.4959,0.3274,NA,0.3545,-0.3375,0.3926,1
Torsemide,0.4957,NA,0.4494,0.365,-0.4131,0.4367,1
AZD7687,0.4952,0.3522,NA,0.418,-0.4558,0.4218,1
BAS 04207534,0.4952,NA,0.4834,0.4343,-0.4534,0.47096666666666664,1
Varlitinib,0.4942,0.652,NA,0.4816,-0.3838,0.5426,1
E319,0.494,NA,0.4265,0.4393,-0.3718,0.45326666666666665,1
TH02453-036-P1,0.4933,NA,0.4657,0.3985,-0.572,0.4525,1
Rhizocarpic-acid,0.4933,NA,0.3932,0.3268,-0.4316,0.4044333333333333,1
Saquinavir,0.4932,NA,NA,0.3347,-0.331,0.41395000000000004,2
(R)-(-)-Jq1 enantiomer,0.4932,0.3669,0.4384,0.4267,-0.4542,0.4313,0
AC1NWAPO,0.4916,NA,0.4206,0.3815,-0.3465,0.4312333333333333,1
Anandamide,0.4915,0.3238,0.5228,0.324,-0.5074,0.41552500000000003,0
ZINC150345845,0.4911,0.4022,0.4623,NA,-0.3255,0.45186666666666664,1
BRD-K43683841,0.4905,NA,0.463,0.4488,-0.3435,0.4674333333333333,1
LCQ-908,0.4904,NA,0.4597,0.4015,-0.6463,0.45053333333333334,1
EDOXUDINE,0.4903,0.445,0.3927,0.3274,-0.4577,0.41385,0
BRD-K31315646,0.4903,NA,0.4048,NA,-0.3595,0.44755,2
AC1OAATK,0.4901,NA,0.5336,0.4678,-0.3693,0.49716666666666665,1
BRD-K59024795,0.4899,NA,NA,0.3232,-0.5434,0.40654999999999997,2
Fexofenadine,0.4898,NA,0.3744,NA,-0.4641,0.43210000000000004,2
Glutamine,0.4892,NA,0.4292,0.3817,-0.5071,0.4333666666666667,1
Baicalin,0.4891,NA,0.4401,NA,-0.4871,0.4646,2
SA-89068,0.4889,NA,0.3917,0.3539,-0.5289,0.4115,1
"Ridaforolimus (Deforolimus, MK-8669)",0.4887,NA,0.4947,0.3973,-0.3359,0.4602333333333333,1
Raltitrexed,0.4876,0.3618,0.4352,NA,-0.333,0.42819999999999997,1
CHEMBL2357204,0.4873,NA,0.4019,NA,-0.4635,0.4446,2
Flupentixol,0.4869,0.6091,0.4706,0.4138,-0.4179,0.4951,0
BRD-A43331270-001-01-6,0.4868,0.6066,0.4353,0.4409,-0.3282,0.4924,0
Tolcapone,0.4868,NA,0.5012,0.3457,-0.516,0.44456666666666667,1
Urapidil,0.4866,NA,0.433,0.3643,-0.4651,0.42796666666666666,1
BRD-K10143126,0.4864,NA,NA,0.3406,-0.448,0.4135,2
MLS000877024,0.4857,NA,0.3618,0.3891,-0.3514,0.4122,1
Fasudil,0.4857,NA,0.4153,0.3806,-0.4434,0.4272,1
MILNACIPRAN HYDROCHLORIDE,0.4855,NA,0.4051,0.3276,-0.4398,0.4060666666666667,1
32703-82-5,0.4855,0.4687,0.3748,NA,-0.4481,0.443,1
CHEMBL2135649,0.4852,0.354,NA,0.3562,-0.3543,0.3984666666666667,1
PRL-3InhibitorI,0.4852,0.3997,0.5995,0.4003,-0.5627,0.471175,0
Hydroflumethiazide,0.4845,NA,0.4557,0.3338,-0.389,0.42466666666666664,1
Lamivudine,0.4842,NA,0.5107,NA,-0.444,0.49745000000000006,2
Lopinavir,0.4842,NA,0.4643,0.8017,-0.4758,0.5834,1
Diphenidol,0.4839,NA,0.3211,0.3355,-0.4839,0.38016666666666665,1
Thioproperazine,0.4835,0.4003,0.4072,NA,-0.5303,0.43033333333333335,1
BRD-K83720640,0.4833,NA,0.4504,NA,-0.5891,0.46685,2
Mesalamine,0.4832,NA,0.6282,0.364,-0.4228,0.4918,1
AC1MCK4M,0.4826,NA,0.3997,0.4051,-0.6175,0.4291333333333333,1
N-Benzylquinazolin-4-amine,0.4823,NA,0.409,0.407,-0.3225,0.43276666666666663,1
Clofibrate,0.4819,NA,NA,0.417,-0.4955,0.44945,2
MLS-0435531.0001,0.4817,NA,0.37,NA,-0.5038,0.42585,2
SA-1459167,0.4817,NA,0.4593,NA,-0.4172,0.47050000000000003,2
BRD-K07275921,0.4813,NA,0.4871,0.3435,-0.4176,0.4373,1
Zonisamide,0.4812,NA,0.5237,0.388,-0.4122,0.46430000000000005,1
Fluperlapine,0.4806,NA,0.5396,0.4492,-0.521,0.4898,1
BRD-K55260239,0.4804,NA,0.4379,0.3357,-0.3281,0.418,1
MLS002474581,0.4801,NA,0.4222,NA,-0.3886,0.45115000000000005,2
"MEK162 (ARRY-162, ARRY-438162)",0.4801,0.3758,NA,0.3815,-0.3233,0.4124666666666667,1
Galantamine,0.4797,NA,0.405,NA,-0.3278,0.44235,2
LY-320135,0.4797,NA,0.4798,NA,-0.6677,0.47975,2
GSK 3BETA Inhibitor VIII,0.4795,NA,0.468,0.3759,-0.4221,0.4411333333333333,1
ML120,0.4795,NA,0.4727,0.3266,-0.4327,0.4262666666666667,1
Broad-Sai-443,0.4794,NA,0.3844,0.3301,-0.3604,0.3979666666666667,1
Fiacitabine,0.4791,NA,NA,0.3755,-0.5218,0.4273,2
Vortioxetine (Lu AA21004) HBr,0.479,0.5709,0.4107,0.3432,-0.3664,0.45094999999999996,0
"3,6-Dimethoxyflavone",0.4787,NA,0.3812,NA,-0.4247,0.42995,2
PF-04447943,0.4784,0.328,NA,NA,-0.5621,0.4032,2
Dexamethasone 21-acetate,0.4778,NA,NA,0.3523,-0.3316,0.41505000000000003,2
BRD-K14787141,0.4776,NA,0.444,NA,-0.4199,0.4608,2
BRD-K44421914,0.4773,NA,0.491,NA,-0.6256,0.48414999999999997,2
Lomifylline,0.4771,NA,0.3294,NA,-0.4389,0.40325,2
2-(Allylamino)-3-chloronaphthoquinone,0.477,NA,0.3805,NA,-0.4927,0.42874999999999996,2
Axitinib,0.477,NA,0.4569,0.4243,-0.413,0.4527333333333333,1
Moxifloxacin,0.4768,NA,0.4051,0.4445,-0.4178,0.4421333333333333,1
CANAGLIFLOZIN,0.4767,NA,0.5875,NA,-0.3497,0.5321,2
Tetrahydropalmatine,0.4762,NA,0.4572,0.4619,-0.3427,0.4651,1
CHEMBL2001494,0.4761,NA,0.4172,0.3487,-0.492,0.41400000000000003,1
Nafamostat Mesylate,0.4757,0.4128,NA,NA,-0.4327,0.44425000000000003,2
BRD-K68190084,0.4747,NA,0.3908,0.3308,-0.4541,0.39876666666666666,1
SCHEMBL16892136,0.4741,0.3456,0.4137,NA,-0.3261,0.41113333333333335,1
EXALAMIDE,0.4736,0.3219,NA,0.3769,-0.3865,0.39080000000000004,1
Flurbiprofen,0.4732,NA,0.3629,NA,-0.3868,0.41805000000000003,2
SDZ-205-557,0.4725,NA,0.4421,0.3414,-0.521,0.41866666666666663,1
STK139544,0.4723,NA,0.4609,0.4342,-0.4429,0.4558,1
CHEMBL2356537,0.4721,NA,0.3671,0.3392,-0.397,0.3928,1
BRD-K68522303,0.472,NA,0.575,0.3772,-0.5477,0.4747333333333333,1
BRD-A73513677,0.4719,0.4116,0.3509,NA,-0.3222,0.41146666666666665,1
BRD-K80439608,0.4716,NA,0.3521,NA,-0.5006,0.41185000000000005,2
SA-1920756,0.4698,NA,0.3759,0.3278,-0.4264,0.39116666666666666,1
MLS002703118,0.4696,0.5343,0.4213,0.3465,-0.4592,0.442925,0
AC1MTJVV,0.469,NA,0.4503,NA,-0.4531,0.45965,2
6-Aminoindazole,0.4684,NA,NA,0.3641,-0.6305,0.41625,2
Eliprodil,0.4681,NA,NA,0.3713,-0.4147,0.4197,2
GW501516,0.468,NA,0.4844,0.4766,-0.378,0.47633333333333333,1
AC1NSZMI,0.4677,NA,0.412,NA,-0.4296,0.43984999999999996,2
Epivincamine,0.4676,NA,0.5034,0.4338,-0.5758,0.46826666666666666,1
Licochalcone A,0.4673,NA,NA,0.341,-0.3839,0.40415,2
BRD-K29385065,0.4652,NA,0.4205,NA,-0.421,0.44284999999999997,2
MLS002471791,0.4651,NA,0.5135,NA,-0.4685,0.48929999999999996,2
BML 210,0.4649,NA,NA,0.3938,-0.4978,0.42935,2
RO 04-6790,0.4648,NA,0.4916,0.3287,-0.4374,0.4283666666666667,1
Picotamide,0.4647,NA,0.4184,0.3807,-0.4257,0.4212666666666667,1
BRD-K11533227,0.4643,0.3834,NA,0.3516,-0.3414,0.39976666666666666,1
AD-193/42475508,0.4641,NA,0.4626,0.4239,-0.4354,0.4502,1
BRD-K26626929,0.4641,NA,0.5622,NA,-0.4464,0.51315,2
Xaliproden,0.4639,NA,0.5467,0.3767,-0.4147,0.4624333333333333,1
Famotidine,0.4634,0.4023,0.4608,0.3324,-0.4295,0.414725,0
UNII-U7RWT9J78O,0.4629,NA,0.6307,0.3792,-0.4113,0.49093333333333333,1
Thiothixene,0.4625,0.6372,0.537,0.5407,-0.3329,0.54435,0
4-(4-Octadecylphenyl)-4-oxobut-2-enoic acid,0.4616,NA,0.4515,0.4686,-0.4785,0.4605666666666667,1
BRD-A58753560-001-01-2,0.4614,NA,0.416,NA,-0.4147,0.4387,2
SA-1939938,0.4614,NA,NA,0.3478,-0.4419,0.40459999999999996,2
brivanib,0.4613,0.4594,NA,0.3625,-0.4504,0.4277333333333333,1
MLS003429133,0.4611,NA,0.5584,NA,-0.4615,0.50975,2
Tiotidine,0.4611,NA,0.421,NA,-0.7044,0.44105,2
SA-244358,0.4611,NA,0.4195,0.3697,-0.4277,0.4167666666666667,1
TL Aurora 09,0.4609,NA,0.4875,NA,-0.4547,0.47419999999999995,2
Mestanolone,0.4608,0.431,NA,NA,-0.3506,0.44589999999999996,2
Mitiglinide calcium,0.4607,NA,NA,0.5154,-0.5543,0.48805,2
H 8,0.4605,NA,0.4016,0.3915,-0.3578,0.41786666666666666,1
Dipivefrin,0.4603,NA,0.5795,NA,-0.3744,0.5199,2
CHEMBL3186245,0.4602,NA,0.3262,0.3292,-0.4124,0.3718666666666667,1
CHEMBL1868923,0.4592,NA,0.4324,0.3269,-0.3817,0.4061666666666667,1
F0012-0289,0.4592,NA,0.4682,NA,-0.4225,0.4637,2
ZINC01037382,0.459,0.3886,0.5024,0.4127,-0.4355,0.440675,0
"SB 203580, SULFONE",0.459,NA,NA,0.3639,-0.4299,0.41145,2
BRD-K19919069,0.4584,NA,0.3639,0.4018,-0.6297,0.4080333333333333,1
SB-216641,0.4584,0.5911,0.3626,NA,-0.416,0.47069999999999995,1
SPECTRUM_001579,0.4583,NA,0.6829,0.3638,-0.401,0.5016666666666667,1
FPA1_000311,0.4577,NA,0.3278,NA,-0.4244,0.39275,2
Vinburnine,0.4574,0.4067,NA,NA,-0.3329,0.43205,2
BRD-K42584632,0.4574,NA,0.3783,NA,-0.4478,0.41785,2
TIE2 Kinase Inhibitor,0.4571,0.3424,0.5726,0.7419,-0.4461,0.5285,0
127408-30-4,0.4571,NA,0.5644,0.4156,-0.4589,0.47903333333333337,1
ST50840204,0.4568,NA,0.4395,0.4431,-0.421,0.4464666666666667,1
BRD-K33928422,0.456,NA,0.4695,0.4215,-0.4506,0.449,1
SCHEMBL17497583,0.4559,NA,0.4228,0.3584,-0.4369,0.41236666666666666,1
RAC-Etomoxir,0.4552,NA,0.4722,0.4108,-0.5433,0.44606666666666667,1
SA-1925996,0.4548,NA,0.4898,0.406,-0.4498,0.4502,1
BRD-K05456756,0.4546,NA,0.423,NA,-0.4365,0.43879999999999997,2
PD 102807,0.4543,0.4831,0.6286,0.3376,-0.3362,0.4759,0
amcinonide,0.454,0.3912,0.4817,0.4145,-0.3477,0.43535,0
ZINC02419385,0.4529,0.4462,0.4004,0.3313,-0.3474,0.4077,0
BRD-K07008972,0.4525,NA,0.4295,NA,-0.5652,0.441,2
BRD-K65315692,0.4523,NA,0.4115,NA,-0.5355,0.43189999999999995,2
Benazepril,0.4509,0.3283,0.3889,0.3747,-0.4705,0.3857,0
AC1M52QF,0.4505,0.427,0.4562,0.3439,-0.5053,0.4194,0
PRESTWICK3_000652,0.4502,NA,0.5249,0.4449,-0.4588,0.47333333333333333,1
CHEMBL1398049,0.4499,NA,NA,0.3597,-0.4416,0.40480000000000005,2
BRD-K62083683,0.4498,NA,0.4958,NA,-0.4663,0.4728,2
SCHEMBL17783941,0.4498,NA,0.7264,0.4257,-0.4302,0.5339666666666667,1
STOCK1S-03920,0.4489,NA,0.5698,NA,-0.3786,0.50935,2
SUGA2_000002,0.4488,NA,NA,0.3469,-0.4976,0.39785,2
SCHEMBL17497612,0.4487,NA,0.3867,0.4362,-0.4124,0.42386666666666667,1
Mefloquine,0.4481,0.3745,0.4125,0.4692,-0.3219,0.426075,0
CHEMBL1410859,0.4481,NA,0.3674,NA,-0.4097,0.40775,2
BUDIPINE,0.448,NA,0.4701,NA,-0.4128,0.45905,2
BRD-K00663349,0.4473,NA,0.3718,NA,-0.4619,0.40954999999999997,2
Amlexanox,0.4462,0.346,0.3756,0.6199,-0.8303,0.446925,0
IN1128,0.4458,0.3469,NA,NA,-0.421,0.39635,2
APIXABAN,0.4452,NA,NA,0.3401,-0.7545,0.39265,2
Irinotecan,0.4451,0.3584,0.4654,0.4424,-0.3518,0.427825,0
MLS001065871,0.4446,NA,0.3705,NA,-0.4481,0.40754999999999997,2
Tetrahydrobiopterin,0.4445,NA,0.4375,0.4351,-0.4298,0.43903333333333333,1
PP 2,0.4442,0.3957,0.3892,0.3581,-0.3247,0.3968,0
Raclopride,0.4441,0.4981,0.3929,0.4638,-0.7535,0.449725,0
BRD-K88290000,0.4437,0.4926,NA,NA,-0.419,0.46814999999999996,2
PCL2_000057,0.4435,0.5179,0.3739,NA,-0.3254,0.4451,1
BRD-K00411687,0.4435,NA,NA,0.3225,-0.3343,0.383,2
BRD-A03684405,0.4434,NA,0.5016,NA,-0.7419,0.47250000000000003,2
YL-59,0.4429,NA,0.4152,0.4139,-0.4921,0.424,1
Sphingosine,0.4423,NA,0.4196,NA,-0.3499,0.43095,2
Veliparib (ABT-888),0.4422,NA,NA,0.415,-0.5446,0.4286,2
BRD-K31887147,0.4422,NA,0.4441,0.6152,-0.5267,0.5005,1
"ICI-199,441",0.4422,0.4896,NA,0.4191,-0.3816,0.4503,1
Cyclopamine,0.4421,0.5112,0.3421,NA,-0.5607,0.4318,1
VX-702,0.4416,NA,0.5251,0.3717,-0.4602,0.4461333333333333,1
BRD-K60757524,0.4411,NA,0.5516,NA,-0.3327,0.49634999999999996,2
BRD-K76485827,0.441,NA,0.4478,NA,-0.5626,0.4444,2
BRD-K75633187,0.4409,NA,0.5205,NA,-0.4064,0.4807,2
BRD-K31830150,0.4405,NA,0.3912,NA,-0.5064,0.41585,2
TG 100801,0.4404,NA,0.4759,NA,-0.4575,0.45815,2
BRD-K84023371,0.4399,NA,0.5402,0.6443,-0.5642,0.5414666666666667,1
(+)-SK&F 10047 hydrochloride,0.4392,NA,NA,0.3487,-0.6007,0.39395,2
SUDAHWBOROXANE-UHFFFAOYSA-N,0.4386,NA,NA,0.5711,-0.4434,0.50485,2
CHEMBL2135757,0.4384,NA,0.48,NA,-0.5555,0.4592,2
MLS000534605,0.4383,0.3317,NA,NA,-0.4001,0.385,2
ASN 04482680,0.4381,NA,0.3913,NA,-0.4355,0.41469999999999996,2
Bisacodyl,0.4381,0.3549,0.4924,0.4128,-0.4119,0.42455,0
Ivabradine HCl,0.438,NA,0.4934,NA,-0.421,0.4657,2
Cpccoet,0.4374,NA,0.4698,0.5167,-0.6447,0.47463333333333335,1
4L7B,0.4374,NA,0.4398,0.3324,-0.321,0.4032,1
KUC107191N,0.4374,NA,0.455,0.4337,-0.3456,0.44203333333333333,1
ST012525,0.4373,NA,NA,0.3384,-0.4319,0.38785000000000003,2
BRD-K64687628,0.4372,NA,0.5156,NA,-0.4176,0.47639999999999993,2
Vincamine,0.4369,NA,0.4927,0.452,-0.4144,0.46053333333333335,1
AC1LDCW5,0.4368,NA,0.4629,0.3674,-0.4542,0.42236666666666667,1
Cilastatin,0.4366,NA,0.4773,NA,-0.4619,0.45694999999999997,2
YL-53,0.4364,NA,0.5142,0.3278,-0.4199,0.4261333333333333,1
SMR000178575,0.4363,NA,0.4173,0.3482,-0.5218,0.4006,1
Ondansetron,0.4356,NA,0.3932,NA,-0.3367,0.4144,2
Flufenamic acid,0.4354,NA,0.437,0.3724,-0.5686,0.4149333333333333,1
BRD-K23657553,0.4351,0.4408,0.4604,NA,-0.3354,0.44543333333333335,1
MLS004683634,0.4346,0.3785,NA,0.4094,-0.4486,0.4075,1
BRD-K74998149,0.4344,NA,0.503,NA,-0.4348,0.4687,2
SPECTRUM_000080,0.4344,NA,0.451,NA,-0.3902,0.4427,2
Butoconazole,0.4344,NA,0.3741,0.4226,-0.3289,0.41036666666666666,1
Siramesine (hydrochloride),0.4339,0.6069,NA,0.3798,-0.322,0.47353333333333336,1
Balicatib,0.4339,NA,0.6987,NA,-0.4209,0.5663,2
6266-99-5,0.4338,0.4317,0.3748,0.4049,-0.3725,0.4113,0
SMR000163306,0.4334,NA,0.3755,0.3617,-0.4203,0.3902,1
SCHEMBL3363896,0.4333,NA,0.4124,0.4313,-0.4702,0.4256666666666667,1
Amifostine,0.4333,NA,0.4272,0.3669,-0.4252,0.40913333333333335,1
PD-98059,0.4332,0.3295,0.5192,0.4633,-0.4632,0.4363,0
CHEMBL3182318,0.4332,NA,0.3755,0.3591,-0.3543,0.38926666666666665,1
Bazedoxifene HCl,0.4332,0.5643,0.6497,0.3764,-0.3473,0.5059,0
IC 261,0.4331,0.4346,NA,0.437,-0.4408,0.4349,1
HSCI1_000314,0.4331,NA,0.4631,0.3327,-0.3267,0.40963333333333335,1
"Triazine Scaffold, 32",0.4331,NA,NA,0.3363,-0.4794,0.3847,2
SA-103150,0.4325,NA,0.4723,NA,-0.6792,0.4524,2
CHEMBL566061,0.4325,NA,0.4239,0.4555,-0.4411,0.4373,1
BD-1047,0.4316,0.3744,NA,NA,-0.5286,0.403,2
NS1619,0.4314,0.3439,0.4481,NA,-0.4197,0.4078,1
MAYBRIDGE4_003236,0.4313,NA,NA,0.3375,-0.4855,0.3844,2
Baricitinib,0.4313,0.3406,0.38,0.3473,-0.4998,0.3748,0
Indole-3-carbinol,0.4311,NA,NA,0.3901,-0.5593,0.41059999999999997,2
Dexibuprofen,0.4311,NA,0.5204,NA,-0.4455,0.47575,2
Mafenide,0.4311,NA,0.4927,0.471,-0.5313,0.4649333333333333,1
BRD-K76318793,0.4309,NA,NA,0.4302,-0.432,0.43055,2
SUGA2_000444,0.4304,NA,0.4471,NA,-0.4289,0.43875,2
Levofloxacin,0.4297,0.3674,0.4077,0.3411,-0.4373,0.386475,0
Cyclobenzaprine,0.4295,0.5482,NA,NA,-0.4275,0.48885,2
3-Aminobenzamide,0.4293,NA,0.4986,NA,-0.4223,0.46395,2
CHEMBL1992500,0.4291,NA,0.4074,NA,-0.4096,0.41825,2
1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine,0.429,0.3655,NA,0.3982,-0.5571,0.3975666666666667,1
N-Methyltropan-3-yl 2-(4-bromophenyl)propionate,0.4287,NA,0.3784,0.3484,-0.5208,0.38516666666666666,1
Talampicillin,0.4287,0.4488,NA,NA,-0.4705,0.43875,2
RG7090,0.4286,NA,0.3802,NA,-0.3301,0.4044,2
CHEMBL2357745,0.4286,NA,0.5725,NA,-0.409,0.50055,2
Pyrimethamine,0.4285,NA,0.5671,0.5132,-0.3605,0.5029333333333333,1
BRD-K48723823,0.4284,NA,NA,0.394,-0.4941,0.4112,2
Tyrphostin 51,0.4283,NA,0.4155,0.4185,-0.4909,0.4207666666666667,1
