compound,similarity,fda_status,threshold,disease,file
Mozavaptan,-0.336,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Arctigenin,-0.3359,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Ivacaftor (VX-770),-0.3359,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SMER28,-0.3354,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K57678861,-0.335,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
6-fluoro-3-hydroxypyrazine-2-carboxamide,-0.335,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
"2,2'-Azobis(2-amidinopropane)",-0.3348,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
(+)-Camptothecin,-0.3345,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2357246,-0.3344,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K40301427,-0.3343,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
MLN-0128,-0.3342,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Sirolimus,-0.3341,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
N-Benzylquinazolin-4-amine,-0.3338,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2134104,-0.3327,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SAR245409,-0.3326,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
NSC95397,-0.3324,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
C23H24CLN3O5,-0.3323,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2142524,-0.3323,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2144875,-0.3322,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K68906258,-0.3322,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
GSK-3 Inhibitor II,-0.3319,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
NCGC00166323-01,-0.3319,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Abexinostat,-0.3315,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-A25736793,-0.3313,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K47971885,-0.3311,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Ingenol Mebutate,-0.3308,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SPOX1_000823,-0.3306,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2360495,-0.3306,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Tacedinaline,-0.3302,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
ABT737,-0.3299,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Ofloxacin,-0.3299,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CI-1040,-0.3299,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2134189,-0.3298,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Alectinib,-0.3298,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Ercalcitriol,-0.3298,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Indigo Red,-0.3295,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BG-51,-0.3291,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
AC1O9EM7,-0.3288,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Lexibulin,-0.3286,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2355586,-0.3285,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
MK-2206,-0.328,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2359798,-0.3279,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
79966-13-5,-0.3278,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
PF431396,-0.3278,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K55827386,-0.3276,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Dacinostat,-0.3273,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
83002-04-4,-0.3272,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL436817,-0.3271,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Ricolinostat,-0.327,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K28610502-001-01-0,-0.3269,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Vorinostat,-0.3267,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
LY2801653,-0.3265,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K71935941,-0.326,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Afuresertib,-0.3258,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Rhodomyrtoxin B,-0.3257,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BX-795,-0.3256,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SB 242235,-0.3253,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SCHEMBL16892136,-0.3252,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2145183,-0.3251,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
MRE-269,-0.3249,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Oxetane,-0.3248,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Defactinib,-0.3245,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
AZD4547,-0.3239,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Sorafenib,-0.3236,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Entinostat,-0.3236,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K53756103,-0.3235,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2141330,-0.3234,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
pyrvinium-pamoate,-0.3234,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Pracinostat,-0.3232,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K95985487-001-01-3,-0.3232,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Dactolisib,-0.3231,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Broad-Sai-686,-0.3231,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
O-Demethylated Adapalene,-0.3229,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
COL-3,-0.3227,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
MLS002473918,-0.3226,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
(-)-Tramadol,-0.3222,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
SCHEMBL6851809,-0.3222,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Mocetinostat,-0.3221,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
BRD-K00278564,-0.3221,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2140299,-0.3221,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
GW843682X,-0.3219,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Epirubicin,-0.3219,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL1222381,-0.3218,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Avicin-G,-0.3218,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2140815,-0.3215,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL2134949,-0.3213,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
Diloxanide Furoate,-0.3211,fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CPI-613,-0.321,non_fda,0,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0-consensus.tsv
CHEMBL1716096,-0.4974,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
XMD-1499,-0.4636,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MAYBRIDGE4_003028,-0.4119,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Naproxol,-0.4086,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL1887751,-0.4018,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
WZ-4-145,-0.3961,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
GR-55562,-0.3894,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Pitavastatin Calcium,-0.3893,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
PCL2_000154,-0.3847,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
ITK Inhibitor,-0.3809,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Thiothixene,-0.3799,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL2057940,-0.3787,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Brefeldin A,-0.3759,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Betahistine,-0.3741,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
6266-99-5,-0.3739,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Hycanthone,-0.3733,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K76418961,-0.3731,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
TENOVIN-1,-0.371,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
"O-(OCTAHYDRO-1H-4,7-METHANOINDEN-5-YL) HYDROGEN CARBONODITHIOATE",-0.3705,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL3182395,-0.3695,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Cytarabine,-0.36870000000000003,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
N-[4-(Acridin-9-ylmethyl)-3-methoxyphenyl]methanesulfonamide,-0.3685,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Topotecan,-0.3677,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K32568627,-0.3675,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
GANT-61,-0.3636,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
NCGC00346967-01,-0.3625,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
PFI-1,-0.3622,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
SCHEMBL16226502,-0.3604,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Devazepide,-0.3587,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL3186554,-0.354,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Ethacrynic acid,-0.3532,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MLS-0435541.0001,-0.3513,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
1268524-70-4,-0.351,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AC1OCDAW,-0.3508,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Fluorouracil,-0.3505,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Rebastinib,-0.3495,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
LY2874455,-0.3493,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
I-BET151,-0.3491,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
N-Cyclooctyl-4-methylbenzenesulfonamide,-0.3479,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Homosalate,-0.3473,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AMG 232,-0.3463,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
DY131,-0.3462,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Maprotiline,-0.3461,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Mifepristone,-0.3457,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AC1MJ3VH,-0.3432,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Dactolisib,-0.3432,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Etoposide,-0.3431,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
C23H24CLN3O5,-0.3423,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
LRRK2-IN-1,-0.342,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL2057941,-0.3415,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Pevonedistat,-0.3412,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
R547,-0.3409,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CGK733,-0.3401,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Methotrexate,-0.3396,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Dovitinib,-0.3394,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
PD-0325901,-0.3394,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Acetyl-Geranyl-Cysteine,-0.3391,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Amonafide,-0.3377,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
ZINC77024257,-0.3372,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
ST50411348,-0.3371,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Dasatinib,-0.3371,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MLS000778276,-0.337,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL1720543,-0.3369,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K80442083,-0.3366,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MLS001065858,-0.336,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Radicicol,-0.3357,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BI-2536,-0.3355,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Emodic acid,-0.3355,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
F1061-0166,-0.3355,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Milciclib (PHA-848125),-0.3352,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K65567503,-0.3352,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL1706858,-0.3335,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AC1Q6JJ5,-0.3333,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Trametinib,-0.3332,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
"MEK162 (ARRY-162, ARRY-438162)",-0.3332,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
SPECTRUM3_001992,-0.333,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Bosutinib,-0.333,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K74316684,-0.3327,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL1698064,-0.3322,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
GSK-1070916,-0.3319,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Dabrafenib,-0.3313,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CX-5461,-0.331,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
NVP-AUY922,-0.3307,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Irinotecan,-0.3302,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MLS002703102,-0.33,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Doxorubicin,-0.3296,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Cladribine,-0.3292,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
MLN-8054,-0.3291,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
KU0060648,-0.3289,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
LY-294002,-0.3288,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AZD4547,-0.3287,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMDIV3_005068,-0.3281,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
PHA-793887,-0.3278,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Saracatinib,-0.3276,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Desoxymetasone,-0.3275,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Bendroflumethiazide,-0.3271,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
PF-03758309,-0.327,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Thioguanosine,-0.327,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
"13-Methyl-7-[9-(4,4,5,5,5-pentafluoropentylsulfinyl)nonyl]-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",-0.3268,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
C24H25CLFN5O3,-0.3268,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
KW-2449,-0.3268,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
AZD-8330,-0.3265,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Teniposide,-0.3263,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
SPECTRUM_001645,-0.326,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
KPT-330,-0.326,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Aminopurvalanol,-0.3255,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
TAS-103 (dihydrochloride),-0.3245,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Selumetinib,-0.3245,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
O-Demethylated Adapalene,-0.3241,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
Megestrol Acetate,-0.3241,fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
WZ 3146,-0.3238,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
BRD-K53501402,-0.3237,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
GSK 525762A,-0.3235,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
CHEMBL2358729,-0.3232,non_fda,0.26,covidc,data/disease/covidc/consensus/A549-10uM-24h/covidc-0.26-consensus.tsv
